id,country,status,amount
470,Portugal,pending,1107240.6878895103
471,Czech Republic,failed,1374771.9555385574
472,Portugal,completed,6094050.970543282
473,Germany,completed,7087485.820166397
474,Spain,completed,2474336.3272276376
475,Croatia,pending,8885510.818160437
476,Portugal,pending,2361978.772401636
477,Bulgaria,completed,1900797.3351685193
478,Portugal,completed,3664615.442360777
479,Austria,pending,7709145.748184247
480,Finland,failed,6238163.928840929
481,Belgium,failed,4719781.635792074
482,United States,completed,7249207.890173469
483,Slovakia,failed,7264740.246537419
484,Luxembourg,completed,2600275.5404972634
485,Bulgaria,completed,8366972.384434886
486,Slovakia,failed,7432095.858676736
487,Lithuania,pending,9514451.90421326
488,Ireland,failed,1961170.3991801378
489,Denmark,failed,4988150.968963531
490,Croatia,failed,3465326.1220107577
491,Latvia,completed,8601520.046190064
492,Poland,pending,4318739.1732962355
493,United States,completed,5321892.873584675
494,Spain,pending,9909760.515458485
495,United States,pending,3033771.410253183
496,Denmark,failed,9044160.289050737
497,Netherlands,failed,3394312.46702691
498,Greece,failed,1820928.4233304134
499,Lithuania,failed,2988110.509901295
500,Germany,completed,6910697.424405498
501,Estonia,failed,5589240.935254054
502,Spain,pending,4457559.726219929
503,Italy,completed,5528460.300824353
504,Hungary,completed,4010830.6388815017
505,Latvia,completed,9176109.568362612
506,United States,failed,2642199.6108078784
507,Denmark,pending,1096209.6020006584
508,Slovenia,completed,3930717.4892831584
509,Czech Republic,pending,4956571.820981872
510,Lithuania,completed,2169106.648764647
511,Germany,failed,2079272.0624201966
512,Austria,pending,44026.32913993454
513,France,pending,6222546.515685651
514,Slovenia,failed,8702399.959087072
515,Lithuania,pending,2803962.3101593093
516,Germany,failed,6338900.94096197
517,Sweden,pending,8309105.723710444
518,Latvia,completed,4019115.1987022823
519,Estonia,pending,223784.81778427272
520,Denmark,completed,7117890.341702122
521,Hungary,failed,2852266.2700729594
522,Greece,pending,7516235.993456593
523,Luxembourg,failed,6566136.450439376
524,Estonia,failed,4359355.9894782975
525,France,completed,1771215.2312692897
526,Hungary,completed,6838101.264941683
527,Denmark,completed,8717390.956633344
528,Belgium,pending,1338243.2852186786
529,Belgium,completed,463753.8607481439
530,Ireland,pending,5339021.785781308
531,Belgium,failed,372888.6348397864
532,Netherlands,completed,7978022.857489388
533,Bulgaria,failed,1292097.1251402646
534,Austria,completed,8697374.101438442
535,Finland,completed,4366064.141149111
536,Italy,failed,3340377.158099107
537,Lithuania,completed,868221.1010172091
538,Greece,completed,6290633.701614463
539,Latvia,pending,1229443.4599219793
540,Estonia,pending,9956921.339671016
541,Greece,completed,5484833.881773493
542,Latvia,completed,1814373.4309045046
543,Poland,failed,3571763.416208261
544,Poland,pending,8224090.186513632
545,Czech Republic,failed,4900037.683921481
546,United States,failed,6883485.117588857
547,Denmark,failed,2801044.399316028
548,Finland,completed,6903625.015583954
549,Belgium,failed,2010895.6211926288
550,Estonia,failed,3903640.5715153897
551,Malta,pending,179215.84372107225
552,Latvia,failed,1325949.4101789293
553,Latvia,failed,6877961.808193968
554,Slovenia,pending,7181681.409819891
555,Luxembourg,failed,6488958.162878499
556,Bulgaria,failed,7313652.17108097
557,Italy,completed,6607731.077455818
558,Malta,failed,9571002.507162334
559,Germany,pending,9579904.460901925
560,Slovenia,pending,9367573.602297107
561,Finland,failed,9017698.368374078
562,Italy,pending,5416934.86199997
563,Latvia,completed,6822664.587269633
564,Malta,pending,4899836.114486954
565,Luxembourg,failed,8745558.316149093
566,Netherlands,completed,8656211.126871452
567,Spain,failed,3469372.001730633
568,Denmark,pending,9144190.89875539
569,Belgium,completed,3119584.836813082
570,Bulgaria,failed,3979935.684499466
571,Italy,failed,2268665.718699747
572,Finland,pending,5388278.597256404
573,Ireland,completed,9085775.748575568
574,Netherlands,failed,885045.6331653622
575,United States,completed,2191390.7972641136
576,Poland,failed,4924128.85437089
577,Sweden,completed,693007.2846129675
578,Portugal,completed,2164440.711259121
579,Slovakia,completed,8062428.742256038
580,Denmark,failed,3500553.344495262
581,Austria,failed,580211.4746796449
582,Denmark,completed,1558882.7817227324
583,Croatia,completed,4263283.996095466
584,Sweden,pending,2940216.951412463
585,Romania,completed,3802514.391452021
586,Austria,pending,2435507.9238538467
587,Poland,pending,7658324.09774308
588,Italy,pending,5623709.185734799
589,Hungary,failed,5877949.048826555
590,France,failed,4279734.005456943
591,Slovakia,pending,5373433.088051843
592,Netherlands,failed,6835962.242622464
593,Lithuania,failed,6150914.982139969
594,France,pending,4733889.574200316
595,Netherlands,pending,481577.1045565953
596,Slovenia,pending,9148808.15391399
597,Slovakia,completed,2293612.9395903493
598,Slovenia,failed,2905996.0914196447
599,Greece,pending,8125680.16722473
600,Netherlands,pending,8978123.015731066
601,Netherlands,failed,9994202.993139707
602,Greece,failed,8423270.729750259
603,Greece,pending,2392681.2112617157
604,Greece,completed,2101280.3131412603
605,Estonia,pending,6430197.686802223
606,Germany,failed,7852242.473493292
607,Netherlands,completed,7972295.269016219
608,Denmark,completed,2350799.3786896863
609,Croatia,pending,6793454.099531842
610,United States,pending,7896766.838545807
611,Portugal,completed,2607018.2963316315
612,Bulgaria,pending,8435389.111175125
613,Italy,completed,8278877.033093915
614,Malta,completed,4254526.764474349
615,Slovakia,failed,8043450.10735432
616,Czech Republic,completed,3787294.1112747337
617,Luxembourg,pending,1758152.2720240739
618,Finland,completed,6084716.80592692
619,Belgium,pending,8048666.973863586
620,Netherlands,completed,5440127.1959500965
621,Poland,failed,8324393.833398047
622,Lithuania,failed,2636762.168384358
623,Estonia,failed,6623806.449282328
624,Sweden,failed,4284643.320718829
625,Ireland,failed,6329459.222463943
626,Germany,completed,3877006.8660645187
627,Hungary,failed,1878039.25709781
628,Malta,completed,1642882.7530618974
629,Czech Republic,completed,1972384.4290579096
630,Poland,completed,5306993.439835651
631,Luxembourg,failed,3650547.8104260224
632,Greece,failed,1677905.726158785
633,Greece,failed,9338306.1046126
634,Sweden,pending,878237.9965800314
635,Greece,pending,1476792.747075596
636,Sweden,pending,2000252.6593712033
637,Romania,completed,6807882.555696119
638,Greece,failed,7535721.7140421225
639,Ireland,completed,2177394.413034213
640,Slovakia,failed,4807784.283213288
641,Croatia,completed,7755685.761591632
642,Finland,pending,1066410.5783416457
643,Ireland,completed,7550059.680317348
644,Greece,failed,7623994.8030757075
645,Austria,completed,5215241.342467877
646,Malta,completed,4206363.081518809
647,Slovenia,failed,5143449.733293111
648,Malta,failed,4865202.153475114
649,Estonia,pending,7468318.311385151
650,Lithuania,failed,671737.7500848598
651,Denmark,pending,6458954.154738969
652,Slovakia,completed,4580357.651741039
653,France,failed,4002690.18043367
654,Greece,pending,4292200.775386577
655,Belgium,failed,4532285.550049301
656,Romania,completed,94441.60059153495
657,Finland,pending,3505284.989313526
658,Slovakia,completed,7122907.641666214
659,Denmark,pending,2470182.055608442
660,Bulgaria,failed,266015.0740070999
661,Sweden,completed,2323341.526229251
662,Czech Republic,completed,6899874.098035498
663,United States,pending,4621440.457979438
664,Sweden,pending,2907876.5061545353
665,Netherlands,pending,5389233.942002387
666,Portugal,failed,8744831.77955128
667,Sweden,failed,3649946.804558878
668,Austria,completed,2278137.7200797372
669,Romania,completed,7855421.311124696
670,Italy,completed,8084028.155694588
671,Slovakia,pending,5209616.166927244
672,Hungary,pending,5411481.77266986
673,Bulgaria,pending,9714771.347579708
674,Germany,pending,2120336.454654482
675,Ireland,completed,9219708.51999897
676,Luxembourg,failed,9695860.609643174
677,Estonia,failed,7064780.4707602225
678,Greece,pending,3929079.823444439
679,Portugal,failed,9029611.05210096
680,Malta,pending,4574849.853155668
681,Belgium,completed,9466820.381693171
682,Estonia,failed,7306591.096588721
683,Finland,pending,889623.6862063933
684,Hungary,completed,1490078.2100626475
685,Ireland,completed,1582850.4508012142
686,Lithuania,completed,4747817.101073964
687,Czech Republic,pending,1589113.359212705
688,Croatia,failed,2348941.7745549157
689,Finland,completed,6854929.690783844
690,Czech Republic,failed,1918190.6513757186
691,Romania,completed,6481131.663936196
692,Slovakia,pending,7720867.452451208
693,Malta,failed,1725096.1599418968
694,Bulgaria,pending,4323282.8470310755
695,Czech Republic,pending,8097580.789914069
696,Slovakia,failed,3030451.629091427
697,Slovakia,completed,4088189.7925117873
698,Czech Republic,completed,4856859.378603129
699,Estonia,pending,4656623.657826794
700,Romania,failed,7660575.260641423
701,Latvia,failed,7811220.638964711
702,Finland,completed,6060070.310109334
703,Slovenia,pending,8792787.05307343
704,Ireland,pending,3727369.419092188
705,Poland,completed,7771756.941133633
706,Austria,failed,5789196.019407735
707,France,pending,7071707.589579814
708,Lithuania,pending,6565894.6540671615
709,Slovenia,pending,4647083.647277474
710,Netherlands,pending,1037359.030547107
711,Lithuania,pending,1904736.015795041
712,Spain,completed,2545120.0552711883
713,Portugal,pending,9301986.51888842
714,Slovenia,failed,7363132.266304373
715,Romania,pending,4098906.024173067
716,United States,failed,8581057.80099424
717,Austria,pending,9940675.808469616
718,Sweden,completed,6070317.5445828615
719,Greece,failed,5864814.15865158
720,Romania,failed,8459539.874164294
721,Sweden,pending,4771034.732289729
722,Belgium,pending,1911612.8710999002
723,Malta,pending,4341268.603920066
724,Bulgaria,failed,2052660.9108911976
725,Belgium,failed,5389433.004173673
726,Ireland,pending,8020730.620930829
727,Sweden,completed,1096028.2611548854
728,Austria,completed,366132.5033726781
729,Czech Republic,pending,1980722.9457172959
730,Latvia,failed,1271754.4069671838
731,Austria,pending,4428131.590980735
732,Denmark,completed,605179.0374848131
733,Slovakia,failed,9420786.741513534
734,Sweden,pending,8657615.18211072
735,Slovakia,completed,1329393.6333129096
736,Germany,failed,7521358.396885233
737,Netherlands,failed,1988323.5752855688
738,Sweden,pending,2571555.9169495073
739,Czech Republic,failed,2998443.1215834585
740,Denmark,failed,1765262.6378130177
741,Ireland,completed,5170428.136009044
742,Romania,pending,384831.5113384504
743,Ireland,pending,8537225.086531308
744,Lithuania,pending,5208972.625061201
745,Denmark,failed,643727.681740297
746,Spain,completed,3644317.076981297
747,Slovenia,completed,6316425.69089508
748,Belgium,completed,9729506.206105199
749,Greece,pending,3579710.571983062
750,Netherlands,failed,2253853.5667280955
751,Lithuania,completed,499599.17184090096
752,Malta,pending,747047.1439365034
753,United States,failed,8444308.304915894
754,Latvia,pending,1743587.68695697
755,Sweden,completed,611914.9916123501
756,Croatia,pending,571162.8242854449
757,Ireland,pending,5856927.900339353
758,United States,completed,9595711.457491832
759,Estonia,pending,4901163.315831614
760,Estonia,pending,2757080.6523523107
761,Latvia,pending,267405.91333788587
762,Romania,pending,1629086.3961982992
763,Estonia,failed,7787124.330957205
764,Slovakia,failed,6764972.274206258
765,Italy,failed,2764805.7720067855
766,Malta,failed,829304.1573842163
767,Croatia,completed,5889651.226609374
768,Netherlands,pending,4054787.8481447073
769,Luxembourg,pending,9993054.823935365
770,Sweden,completed,7815884.063320645
771,Portugal,completed,8995979.723521858
772,Hungary,failed,8323508.259622728
