id,country,status,amount
76,Spain,completed,3719517.251601967
77,Malta,pending,6466471.267587567
78,Italy,failed,9161697.980874319
79,Lithuania,completed,4398197.740768915
80,Ireland,pending,3707376.70612847
81,Slovakia,completed,387913.40021034016
82,Hungary,failed,7930029.38055435
83,Slovakia,pending,8126879.277670115
84,Poland,pending,1587631.033195066
85,Netherlands,failed,4337246.479245091
86,Spain,failed,7267870.095458595
87,Germany,completed,4630997.822029333
88,Belgium,failed,1217688.7286509974
89,Luxembourg,failed,6147805.374644285
90,Slovenia,failed,5580010.775696952
91,Malta,completed,1308820.7597861157
92,Ireland,pending,8180484.158983808
93,Luxembourg,pending,7539186.028980061
94,Estonia,pending,3598058.517101769
95,Greece,completed,1436636.7772520983
96,Ireland,failed,4030831.5653408524
97,Slovakia,failed,8860596.00760902
98,Sweden,pending,8585917.94039321
99,Ireland,pending,6740461.645396039
100,Spain,failed,5915004.925386527
101,Malta,completed,4393583.717736757
102,Belgium,pending,4860658.156548364
103,Denmark,pending,2492356.7939853664
104,Belgium,failed,3526224.953912738
105,Luxembourg,pending,3782286.3508583736
106,Finland,completed,6043230.393205822
107,Lithuania,failed,4311271.700165807
108,Latvia,pending,5240227.21426896
109,Italy,failed,919207.1886262465
110,Slovenia,completed,5561819.063768891
111,Germany,failed,6071273.59626314
112,Slovenia,pending,1659648.23629687
113,Hungary,failed,2514770.71729214
114,Portugal,completed,9515581.41170869
115,Greece,completed,8092595.32419373
116,Slovakia,pending,2064240.6062048525
117,Denmark,pending,2375301.499356136
118,Croatia,failed,703992.3008439897
119,Sweden,completed,6670204.69489265
120,Austria,completed,2821226.6231602724
121,Romania,failed,913504.634427681
122,Croatia,completed,3543940.639150842
123,Sweden,completed,9327093.741640396
124,Estonia,completed,843663.2277182888
125,Sweden,pending,3734709.9672028315
126,Poland,completed,549019.3132756527
127,Greece,pending,7610406.519726602
128,Greece,completed,1174701.496187237
129,Sweden,completed,4907040.750893996
130,Croatia,completed,2923131.6324179503
131,Italy,completed,1625473.0529511797
132,France,completed,2064992.756654992
133,Romania,pending,4490703.3157456
134,Croatia,pending,5678089.918229291
135,Czech Republic,completed,3971699.6748517095
136,Slovakia,failed,2391116.319375447
137,Austria,completed,3430130.336358295
138,Austria,failed,2377107.2860571994
139,Lithuania,failed,2300578.796329036
140,Poland,completed,9605325.832526665
141,Sweden,pending,7799562.534192981
142,Bulgaria,failed,9741823.630501375
143,France,completed,823253.4721697016
144,Belgium,failed,7517474.678940564
145,Netherlands,pending,8080641.365918272
146,Austria,completed,9628813.506166589
147,Poland,completed,5542593.339058393
148,Spain,completed,1004227.151752377
149,Croatia,completed,7949359.147164826
150,Lithuania,completed,6181434.389923575
151,Luxembourg,completed,3322000.4092526413
152,Netherlands,failed,9426879.91322411
153,Ireland,completed,8909923.423300324
154,Ireland,failed,3272920.0731771826
155,Greece,failed,3936382.387689288
156,Sweden,completed,3567368.9124936904
157,France,failed,3816362.9161202097
158,Belgium,failed,4444471.888316661
159,Czech Republic,failed,1913963.4204538413
160,Denmark,pending,5488291.514343481
161,Poland,pending,562771.6159312524
162,United States,failed,7806689.646433433
163,Denmark,pending,9778063.17708474
164,Czech Republic,completed,8762583.012849346
165,Netherlands,pending,6203192.451727378
166,Portugal,completed,3812250.4318591664
167,Croatia,pending,3474743.1018204424
168,Italy,completed,5165317.713791132
169,Portugal,pending,429945.35714911186
170,Lithuania,completed,551991.4216577137
171,Hungary,failed,7989732.34436291
172,Sweden,completed,9154156.555362783
173,Latvia,failed,4533165.876257013
174,Poland,completed,7380132.986164174
175,Poland,failed,5218487.807069255
176,Czech Republic,completed,9677030.87800017
177,Italy,pending,3252293.6770238085
178,Latvia,pending,330649.2843646147
179,Poland,completed,6054299.464972581
180,Portugal,pending,4038663.779421594
181,Germany,pending,5557704.550006528
182,Hungary,pending,765362.1749510264
183,Greece,completed,2214972.407293413
184,Spain,pending,9138918.122018766
185,Estonia,failed,1534134.5919265037
186,Czech Republic,failed,1669087.8249834117
187,Finland,pending,167264.98367846233
188,France,pending,8603054.204638671
189,Malta,completed,2305320.4841029616
190,Bulgaria,completed,6432684.259620236
191,Austria,completed,8514908.346384084
192,Italy,completed,7489895.280329325
193,Bulgaria,failed,1167523.816087267
194,France,pending,962237.6300711288
195,Greece,failed,1279292.0559515664
196,Austria,completed,4304473.687052083
197,Sweden,completed,188148.55322129343
198,Ireland,completed,2976737.1615694105
199,Spain,failed,2224458.255802214
200,Sweden,pending,2991952.0617562514
201,Luxembourg,completed,9584597.375232233
202,Finland,pending,8477861.964240434
203,Austria,failed,5468034.647713603
204,Lithuania,failed,7217818.981258754
205,Spain,failed,3717683.8687744616
206,Czech Republic,pending,3086810.0423618094
207,Bulgaria,pending,9095142.86393434
208,Hungary,failed,8228120.386776499
209,Belgium,pending,5613193.794510409
210,Greece,completed,950635.8852858143
211,Poland,failed,9350250.164809678
212,Luxembourg,pending,2801248.657298223
213,Spain,pending,4616567.452406929
214,Austria,completed,4856340.234766695
215,Luxembourg,completed,2282468.1409120373
216,Romania,completed,6606783.722529116
217,Luxembourg,failed,1078641.9103265498
218,Spain,pending,4171485.4234102205
219,Slovakia,pending,2424270.436544489
220,Denmark,pending,7384367.6445318
221,Latvia,pending,3902834.8856161875
222,Finland,failed,9011608.874889433
223,Slovenia,failed,2346437.0341961905
224,Bulgaria,failed,4575919.343448666
225,Slovenia,completed,1678543.3878325685
226,France,completed,9521134.058650993
227,Finland,completed,9071613.528342506
228,Greece,failed,5353627.438046514
229,Austria,failed,9013106.265435742
230,Latvia,failed,4178437.272539831
231,Belgium,failed,950163.8122984668
232,Romania,failed,2258448.301237733
233,Austria,pending,530913.1345328721
234,Lithuania,pending,7812004.454949738
235,Hungary,pending,4408417.694342201
236,Latvia,pending,5679299.921799649
237,Romania,failed,2592629.2202032153
238,Germany,completed,1778765.682386977
239,Latvia,failed,3730832.4071418387
240,Sweden,failed,4607531.586291189
241,Italy,failed,7972017.494133679
242,Italy,completed,2263895.109008507
243,Netherlands,pending,1628271.7030361383
244,Greece,pending,4152663.562107398
245,Germany,pending,1520712.5162168534
246,Finland,pending,1118553.845281357
247,Estonia,failed,798975.316216628
248,Lithuania,pending,7114384.428714881
249,Finland,pending,2652913.533983402
250,United States,pending,6747816.620155368
251,Netherlands,pending,2353168.6002453077
252,Denmark,pending,3296949.3875309285
253,Slovenia,pending,6069782.205259514
254,Czech Republic,pending,9217865.73539117
255,Italy,failed,3962054.715861686
256,Croatia,failed,2543258.356195476
257,Italy,completed,8917267.392995233
258,Austria,pending,736199.1602602014
259,Luxembourg,completed,3666942.1780444044
260,Hungary,pending,607716.1505851957
261,Italy,failed,7661257.814314346
262,Sweden,pending,5475458.826796288
263,Czech Republic,completed,6463550.478956974
264,Latvia,pending,3021615.211326157
265,Lithuania,failed,5060523.846753232
266,Croatia,completed,2112338.8736481243
267,Estonia,pending,8040928.878493864
268,Slovakia,completed,6233265.739088375
269,Italy,completed,7000300.356973002
270,Netherlands,completed,6197592.802697846
271,Spain,failed,9266441.054828115
272,Czech Republic,completed,8832139.658426467
273,France,pending,1881408.800806279
274,Spain,completed,8963652.691840285
275,Romania,failed,8787421.77100707
276,Malta,failed,6856560.055907173
277,Estonia,completed,6643078.886214335
278,Poland,completed,6307922.441023468
279,Ireland,failed,1420430.6197950512
280,Germany,pending,7162975.197231796
281,Bulgaria,completed,2780454.291021801
282,Estonia,pending,2945932.6735921563
283,Estonia,failed,6668453.917627541
284,Germany,failed,501442.1054736018
285,Belgium,completed,6989186.416888453
286,Croatia,failed,7975349.48606258
287,Sweden,failed,9059672.116794327
288,France,pending,5199796.809166881
289,Slovakia,completed,4312663.221715517
290,Malta,failed,9099262.789978275
291,Latvia,failed,1166198.7086148828
292,Luxembourg,completed,2796036.3961809385
293,Germany,completed,6833520.927867704
294,Luxembourg,completed,6442797.185226235
295,Romania,pending,4105149.9015857996
296,Denmark,completed,3636937.134518874
297,Portugal,failed,2471358.493039251
298,Slovakia,failed,33639.12253708912
299,Poland,failed,8586805.163875714
300,Finland,failed,6714950.598676794
301,Romania,pending,124045.17346782718
302,Slovakia,failed,7842711.536236182
303,Belgium,completed,7720209.877838562
304,Hungary,failed,996364.8368931499
305,Slovenia,completed,3068604.236790263
306,Greece,failed,3594555.20935427
307,France,pending,351294.6666562733
308,Luxembourg,failed,4334157.458151709
309,Luxembourg,failed,3185969.247866074
310,Austria,completed,815249.6792569509
311,Netherlands,completed,8111207.117122559
312,Romania,pending,6872570.692039731
313,Malta,pending,1429030.1883881206
314,United States,completed,9037711.776931908
315,Czech Republic,completed,8888497.279788477
316,Netherlands,pending,4992469.581063085
317,Italy,completed,6584499.772337959
318,Latvia,pending,6328622.85740679
319,Lithuania,failed,9780807.55200811
320,Lithuania,failed,7747970.081189217
321,Croatia,pending,2365958.5783148217
322,Netherlands,failed,1744022.8985175
323,Slovakia,completed,3010838.3810749794
324,Austria,pending,5559587.233425678
325,Ireland,completed,171673.9208514395
326,Germany,pending,6731528.264988509
327,Belgium,completed,2550919.2989494368
328,Czech Republic,pending,8035451.831277168
329,Greece,completed,8035753.0551443305
330,Malta,failed,7153582.496215781
331,Italy,failed,9798105.94940128
332,Portugal,completed,2993989.3681819597
333,Croatia,pending,3300195.6637788145
334,United States,failed,2098235.550988253
335,Italy,failed,7476040.756039492
336,Belgium,failed,3136944.1311122538
337,Spain,completed,510524.57766247226
338,Italy,failed,3142044.552463632
339,Belgium,failed,2524916.7868975997
340,United States,failed,6422630.112285533
341,Netherlands,failed,6233151.416053561
342,Germany,completed,692504.839341368
343,Hungary,failed,3849990.4785017148
344,Sweden,failed,7292743.721321415
345,Latvia,completed,2992708.710703902
346,Spain,pending,9472161.385487882
347,Lithuania,failed,216645.46599411528
348,Spain,pending,8883737.328313211
349,Latvia,completed,1019240.9942781455
350,Czech Republic,completed,6020795.705408357
351,Czech Republic,pending,752703.8455895196
352,Ireland,pending,9766456.216369636
353,Denmark,completed,1065764.6568895795
354,Slovakia,completed,5905051.395468095
355,Czech Republic,completed,3589773.238081605
356,Estonia,failed,4959010.098483427
357,Hungary,pending,8376139.714720627
358,Bulgaria,failed,2824003.254037526
359,Malta,failed,5492491.456456228
360,Germany,pending,220787.2574638048
361,Sweden,pending,3848369.627940411
362,Slovakia,completed,284537.48663806234
363,Hungary,failed,7046269.434778296
364,France,failed,3774648.474523651
365,Finland,failed,4854544.314363243
366,Greece,pending,1053690.794058264
367,Lithuania,completed,3419237.2319602603
368,United States,pending,7524551.786271472
369,Latvia,pending,4094783.225637796
370,Romania,completed,7153750.4212100925
371,United States,failed,9781264.148749296
372,Netherlands,completed,7226770.820249962
373,Slovakia,completed,8590166.79213174
374,Bulgaria,completed,1420865.6955767751
375,Austria,completed,4287056.531170695
376,United States,pending,6127803.810874317
377,Slovenia,completed,9222848.056300366
378,Lithuania,completed,4236525.3137353035
379,Austria,completed,974918.8095425676
380,Latvia,failed,4666559.066729871
381,Hungary,pending,5071235.308920216
382,Malta,pending,1990842.6021214642
383,Italy,failed,719936.2091542017
384,Netherlands,completed,959062.0416515705
385,Hungary,pending,7610521.3205709485
386,Hungary,completed,1178107.887343015
387,Ireland,completed,2029049.2255598714
388,Bulgaria,failed,5643365.324498165
389,Belgium,pending,1979207.9872477786
390,Italy,completed,3706683.3877243754
391,France,completed,3404942.422759928
392,Malta,pending,1032544.5700456814
393,Lithuania,pending,2648369.2810323443
394,Latvia,pending,8470045.278827613
395,Hungary,pending,2950295.679368202
396,Slovenia,pending,3238549.407660256
397,Ireland,failed,5039895.779449506
398,France,failed,195855.8583120207
399,Austria,completed,399050.2762907433
400,Lithuania,failed,9944830.596853765
401,Ireland,pending,68346.0614452791
402,Slovenia,failed,7274438.64121139
403,Belgium,pending,7936707.459611055
404,Spain,completed,5113835.555005161
405,Germany,failed,4289916.508145926
406,Lithuania,pending,6087622.339758912
407,Ireland,pending,7735765.011046036
408,Ireland,failed,3816347.4153232547
409,Austria,pending,8801521.507872188
410,Slovakia,failed,4752266.487292036
411,Slovakia,completed,5666554.653828484
412,Germany,failed,7167495.346598561
413,Greece,completed,2763705.5010386603
414,Spain,pending,6939863.522323397
415,Lithuania,completed,3416893.2576412302
416,Latvia,completed,3658316.327569886
417,Finland,completed,469594.06254325376
418,France,completed,1242119.3335846802
419,Sweden,pending,170915.66579904626
420,France,pending,7804829.494757433
421,Ireland,pending,8121229.978057044
422,Poland,pending,3063850.529081489
423,Slovenia,pending,7812075.056752086
424,Austria,completed,7172831.832769432
425,Sweden,completed,3188928.915648435
426,Poland,completed,9815358.610397296
427,Denmark,failed,5443571.984131655
428,Italy,failed,5488193.701596001
429,Austria,completed,6576030.089520633
430,Spain,failed,6291623.436916536
431,Slovenia,pending,2935289.529255063
432,Finland,pending,9826618.440663036
433,Bulgaria,pending,9445733.633230617
434,Slovenia,failed,6406100.146746001
435,Netherlands,completed,5661875.806023946
436,Denmark,completed,9493570.62555483
437,Czech Republic,pending,979336.1797501188
438,Malta,completed,486311.1847287127
439,Portugal,failed,1065683.1471300877
440,Finland,failed,3106721.791321573
441,Slovenia,failed,2044120.7438798049
442,Malta,failed,3596563.845801325
443,Netherlands,completed,2004814.741574784
444,Finland,failed,4875259.107123418
445,Czech Republic,failed,3568998.311299539
446,Finland,failed,1062266.8155181436
447,Lithuania,failed,9052705.990970057
448,Lithuania,failed,3536103.923397329
449,Portugal,failed,5434283.149172337
450,Italy,pending,4685813.838999117
451,Estonia,failed,2636035.5747993793
452,Greece,completed,6558165.565135699
453,Croatia,pending,4746710.393737026
454,Denmark,pending,9340522.537621234
455,Netherlands,failed,6636034.0349948965
456,Malta,completed,1051572.6112447965
457,United States,failed,9632978.476362824
458,Romania,failed,1989176.3452105026
459,Portugal,pending,2232246.9643495493
460,Croatia,pending,4174461.2441586894
461,Spain,pending,1680760.784313472
462,Hungary,pending,6827286.397645883
463,Italy,failed,758239.4077408428
464,Estonia,completed,7363674.37456512
465,Portugal,pending,157537.6899460057
466,Malta,pending,6576496.436399762
467,Luxembourg,pending,1953771.3777499034
468,Malta,completed,9456382.098737102
469,Sweden,failed,3044956.8854532116
470,Romania,pending,6139941.118515329
471,Hungary,pending,1540690.919138713
472,Romania,pending,1490.6099452116628
473,Poland,completed,4253559.436387989
474,Czech Republic,pending,7587689.315047107
475,Bulgaria,failed,2130189.1228626934
476,Italy,completed,9544311.902218286
477,Luxembourg,failed,2515602.1232109326
478,Greece,completed,5790593.235735805
479,Malta,failed,1058359.758139933
480,Denmark,pending,3586472.838411141
481,Spain,pending,2418033.7820383124
482,Italy,failed,4775363.649712456
483,Poland,completed,252746.36255694483
484,Sweden,completed,2810428.677268334
485,Finland,completed,1724232.1425886564
486,Poland,pending,7893270.136043693
487,Netherlands,completed,6985509.6394909555
488,Greece,pending,1060790.506592062
489,Czech Republic,failed,2850449.999540298
490,Romania,completed,4773431.649567256
491,Finland,completed,6745872.0165501805
492,United States,failed,6205782.371374652
493,Luxembourg,pending,8546553.731730606
494,Lithuania,failed,8165681.1218402395
495,Ireland,completed,9639964.118461706
496,Poland,failed,5823349.971869589
497,Belgium,pending,2819843.332755646
498,Estonia,failed,3951729.2751827515
499,Malta,completed,9185872.415244315
500,Luxembourg,failed,9776329.325801384
501,Hungary,failed,1049336.8324157405
502,Croatia,pending,9031191.772195365
503,Slovenia,failed,4065554.701515883
504,Italy,failed,1705144.1396096789
505,Slovakia,completed,1446152.4812314142
506,France,completed,3703360.9532535938
507,Austria,completed,7181162.091024814
508,Italy,pending,1992539.2117228413
509,Slovakia,failed,4665860.926539146
510,Netherlands,pending,6970660.142136618
511,Portugal,pending,7549645.887686262
512,Greece,pending,9345979.166735528
513,Netherlands,completed,5785243.480124981
514,Luxembourg,failed,9707184.112508252
515,Greece,pending,7450695.479297474
516,Italy,failed,1812686.2304730783
517,Austria,pending,5948823.71422395
518,Hungary,pending,2970492.106685445
519,Italy,failed,4324539.495287713
520,Austria,failed,4982672.460928378
521,Sweden,pending,2765246.595603382
522,Croatia,completed,5522621.09211573
523,United States,failed,555264.7543045952
524,Slovakia,completed,995184.8319432088
525,Netherlands,failed,1688980.4128325314
526,Sweden,pending,8132381.104525431
527,France,failed,701209.9706623798
528,France,failed,5880558.956584574
529,Sweden,pending,9196993.96879613
530,Germany,pending,9427639.790291999
531,Spain,completed,6280869.510544867
532,Sweden,completed,5542823.694497767
533,Bulgaria,completed,654465.8760752497
534,Hungary,completed,1928970.9656777787
535,Poland,pending,3581192.027621135
536,Poland,completed,5764368.893661117
537,Finland,pending,1855466.2988971116
538,Denmark,completed,2931264.0533140944
539,Luxembourg,pending,1249942.4043756635
540,Slovakia,completed,250576.99988706995
541,Finland,failed,8898597.014856989
542,Latvia,completed,1688755.4819731342
543,Malta,failed,1032619.7625578403
544,Malta,completed,8183572.910708908
545,Portugal,pending,2721577.305527918
546,Portugal,failed,5308452.758411807
547,Italy,failed,3145483.159589909
548,Czech Republic,pending,6005321.886397295
549,Netherlands,pending,7272914.958574229
550,Lithuania,failed,1882717.7900455494
551,Ireland,failed,5669706.910102815
552,Malta,completed,8423815.242620638
553,Romania,failed,8667968.546254884
554,Romania,pending,4335421.43630472
555,France,completed,5332795.668491024
556,Germany,pending,196842.4998705498
557,Malta,failed,2658510.6981744454
558,Finland,completed,412106.22254590824
559,Slovenia,failed,4673256.438453159
560,Belgium,pending,6368674.316750007
561,Greece,pending,2802070.960874795
562,United States,pending,8501570.278543973
563,Bulgaria,completed,6382040.498768461
564,Germany,completed,6532930.525706971
565,Bulgaria,pending,4125887.831897572
566,Poland,completed,3336574.707181548
567,Lithuania,completed,6762753.727914655
568,Netherlands,pending,2016470.8931537678
569,Belgium,failed,3987124.014400623
570,Italy,pending,2973862.7982724076
571,Bulgaria,failed,4163416.430928363
572,Hungary,completed,3000955.60652737
573,Lithuania,failed,8675592.965188773
574,Poland,failed,9646647.36757235
575,Luxembourg,pending,7652937.822031985
576,Finland,pending,7790336.040059685
577,Slovenia,failed,6298541.565869846
578,Romania,pending,1917528.2375848002
579,Belgium,pending,8987745.972928118
580,Italy,failed,6814223.143364691
581,Denmark,completed,95562.8347891524
582,Latvia,failed,5428089.393034561
583,Luxembourg,pending,96156.17131191412
584,Denmark,completed,7282991.651370854
585,France,pending,896865.7996125551
586,Lithuania,pending,66117.07394897581
587,Bulgaria,completed,4351672.329832607
588,Belgium,completed,8023035.295440739
589,Slovakia,failed,1757173.5200058324
590,Poland,completed,4157011.6289632972
591,Malta,failed,5430015.045606057
592,Belgium,failed,8593183.673528207
593,Austria,failed,7425398.226088736
594,France,completed,6192621.454126079
595,Netherlands,completed,9495831.752676079
596,Austria,completed,6997907.525278798
597,Ireland,pending,1436748.4956043186
598,Bulgaria,failed,7105695.629369735
599,Romania,completed,2898344.4639800726
600,Ireland,failed,8830637.558135035
601,Italy,failed,9571213.751287501
602,Hungary,pending,2175694.1233007954
603,Lithuania,pending,8561046.070577327
604,Estonia,completed,6204011.675688129
605,Malta,completed,3606877.416908115
606,Slovakia,pending,9803074.706236925
607,Bulgaria,failed,8827143.837895459
608,Slovenia,pending,3326758.5457834825
609,Bulgaria,completed,3126605.8430622914
610,France,completed,8280351.996408083
611,Croatia,pending,4810297.022784375
612,Slovenia,pending,7463885.098228808
613,Slovenia,pending,141560.39367219876
614,Finland,pending,2706126.454933039
615,Austria,failed,6353157.094101737
616,Austria,completed,4891515.964197746
617,Lithuania,failed,3825392.357051519
618,Malta,pending,1569471.2353689133
619,France,completed,9200604.731859706
620,Denmark,completed,8068278.284770461
621,Luxembourg,pending,282468.1920584748
622,Portugal,completed,1269736.3980864617
623,Netherlands,completed,8789047.099609783
624,Luxembourg,pending,6178778.26238826
625,Slovenia,completed,2440090.027438887
626,Slovenia,pending,5562513.099627754
627,Ireland,failed,9862125.564504925
628,France,completed,6085849.254508658
629,Estonia,completed,3109241.0248782565
630,Croatia,completed,2506550.6574740415
631,Hungary,pending,6924712.371512958
632,Finland,failed,3488650.8382552406
633,United States,pending,791291.3821203493
634,Poland,pending,2352524.507251841
635,Slovenia,completed,9326039.684114741
636,France,pending,4828949.299500497
637,Italy,completed,7647552.263700327
638,Malta,completed,6092440.870531745
639,Czech Republic,failed,9480460.324084755
640,Malta,failed,4356351.1710014455
641,Netherlands,pending,4387705.776353096
642,United States,completed,1729161.7250800428
643,Italy,failed,1203339.5658045032
644,Portugal,pending,1442118.471332574
645,Greece,completed,4111954.5335903517
646,United States,failed,4577707.5617530225
647,Slovakia,completed,3687450.23360741
648,Latvia,completed,5922008.6875881115
649,Malta,pending,8363806.708396835
650,Croatia,failed,6185271.494518933
651,Slovakia,failed,3004778.2221662467
652,France,completed,5283508.842932094
653,Portugal,pending,1378867.204227855
654,Lithuania,completed,3916723.9949067766
655,Sweden,pending,2398997.6818152694
656,United States,failed,7555947.350610354
657,Belgium,completed,81565.79315241385
658,Finland,failed,886528.6708574449
659,Sweden,pending,7582293.942086546
660,Croatia,pending,5629752.95532963
661,Luxembourg,failed,3651099.580237147
662,Germany,failed,9966736.428970087
663,Portugal,completed,115666.93921959415
664,Poland,completed,1595416.5610341076
665,Malta,failed,9743176.888753638
666,Belgium,completed,8037442.144945397
667,Lithuania,failed,9054983.432265244
668,Ireland,pending,4286850.247241973
669,Slovenia,failed,853634.773926617
670,Greece,failed,3453090.0493735815
671,Estonia,pending,2109287.421785108
672,Finland,pending,1808878.7416605668
673,Slovenia,failed,6877501.1467546895
674,Portugal,completed,8669998.126721453
675,United States,completed,4460998.679307538
676,Denmark,completed,6344820.420232379
677,Lithuania,completed,2332797.3139430326
678,Spain,failed,5909156.736864858
679,Slovakia,failed,3036433.1245829323
680,United States,pending,7764950.097666294
681,Netherlands,completed,6353034.340844159
682,United States,completed,2572039.183433181
683,Croatia,failed,5156731.943159995
684,Slovenia,completed,8972288.504065799
685,Spain,pending,3049198.0088368575
686,Austria,failed,1366912.1728063328
687,Denmark,pending,7893928.071855077
688,Luxembourg,failed,693086.953868064
689,Greece,completed,9827880.292976042
690,Ireland,pending,8843341.134273335
691,Ireland,completed,1616977.8010495484
692,Slovenia,failed,2132714.500344122
693,Slovenia,failed,2135293.5163548724
694,Germany,failed,9457896.626345875
695,Sweden,failed,9787044.597316407
696,Germany,pending,2019765.3760124545
697,Portugal,failed,3108521.994553881
698,Hungary,completed,9878564.833758125
699,Ireland,completed,8393581.09986505
700,Denmark,failed,5304331.237873607
701,Finland,completed,3259208.5274742777
702,Slovakia,pending,484424.15024550713
703,Slovakia,failed,1912853.0325167482
704,Latvia,pending,8213335.648059772
705,Estonia,completed,2128491.943777271
706,United States,pending,3902673.058913264
707,Spain,failed,1011724.6438655847
708,Bulgaria,completed,9605835.012338933
709,Hungary,failed,8767139.366098661
710,Sweden,completed,4285584.991581687
711,United States,completed,1897200.5466788576
712,Lithuania,pending,5391429.917706442
713,Denmark,pending,2637355.7238974
714,Finland,failed,4729235.678924365
715,United States,failed,2461908.2895202916
716,Portugal,completed,1354883.5567705187
717,Slovenia,completed,8980107.890806608
718,Hungary,failed,233616.81157649696
719,Finland,failed,2185408.389488941
720,United States,failed,5608300.368798389
721,Estonia,completed,5200484.564178161
722,Greece,pending,3449407.1695690663
723,Ireland,failed,5891771.952287191
724,Portugal,pending,3053635.301307137
725,Czech Republic,failed,4878298.3969316855
726,Bulgaria,completed,7376349.3129810905
727,Romania,failed,5633390.4356429605
728,Slovakia,completed,4185566.8653768497
729,Germany,completed,5677172.18972281
730,Sweden,completed,1006741.6578299681
731,Latvia,completed,4623735.340731547
732,Poland,completed,8125478.5595719395
733,Sweden,failed,7482051.540900467
734,Finland,pending,3259453.331265122
735,Czech Republic,failed,2113684.34151487
736,United States,pending,405481.13880213065
737,Romania,pending,9384799.272455301
738,Finland,failed,950358.9140571478
739,United States,failed,1550276.5749365687
740,United States,pending,3288101.055369934
741,Romania,completed,5843841.355407102
742,Ireland,completed,3322905.12842497
743,Romania,completed,7117486.905013007
744,Czech Republic,pending,5087094.936482449
745,Latvia,failed,5906168.566869513
746,Estonia,pending,6139868.376368096
747,Germany,completed,287877.8538454341
748,Ireland,pending,714675.184330733
749,Hungary,pending,7902568.602911445
750,Romania,failed,4614567.107326434
751,Croatia,completed,2904307.098176642
752,Germany,failed,4013367.5178960417
753,Hungary,completed,2566245.840923327
754,Malta,pending,2836161.211968331
755,Malta,failed,9894617.334806647
756,Croatia,completed,4854775.7880756585
757,Malta,completed,629768.1873644778
758,Spain,pending,7153150.473124626
759,Netherlands,pending,2687149.9601738025
760,Austria,failed,526264.0272404396
761,United States,pending,7266235.351110082
762,Czech Republic,pending,910288.4142527268
763,Lithuania,completed,6687089.0627543945
764,Ireland,completed,6432660.377979484
765,Austria,failed,1442453.0559012294
766,Finland,completed,7865963.575668354
767,Italy,failed,5803169.433761977
768,Malta,pending,8941089.32886397
769,Croatia,completed,1178991.668692375
770,Romania,pending,9111924.349606305
771,Czech Republic,failed,8594330.990277473
772,Poland,failed,5294303.399093574
773,Lithuania,completed,9237456.266406069
