id,country,status,amount
92,Portugal,completed,5219693.711142955
93,Netherlands,pending,7436391.552165707
94,Italy,failed,8070293.360133365
95,Ireland,completed,9923477.67950502
96,Germany,failed,4780658.097689547
97,Latvia,pending,8198137.381214008
98,Finland,completed,4769065.685106827
99,Portugal,failed,6274653.220172662
100,Sweden,failed,8525405.965081165
101,Germany,pending,2514119.336196159
102,Sweden,pending,238108.22212047555
103,Hungary,pending,7397119.6757570105
104,Germany,failed,8840839.03490509
105,Luxembourg,completed,5772960.723283751
106,Hungary,completed,4666485.094473206
107,Luxembourg,failed,6489277.766472596
108,Luxembourg,failed,7356095.594063165
109,Poland,failed,6970723.384568784
110,Romania,pending,2201399.5605794177
111,Sweden,completed,6518703.736133142
112,Finland,pending,5789540.443993652
113,Portugal,failed,7891560.763131619
114,Slovenia,pending,8876741.667319745
115,Ireland,failed,8938400.758219045
116,Romania,completed,2744758.9043054786
117,France,completed,7761417.839737482
118,Finland,failed,9716220.589333799
119,Latvia,failed,3220326.2565708137
120,Belgium,failed,852042.4075545308
121,Finland,pending,3599675.15293291
122,United States,completed,9413420.64899484
123,Estonia,pending,7683541.763286729
124,Sweden,completed,4993495.698773029
125,Estonia,failed,7630036.183701047
126,Germany,failed,6531345.955896873
127,Croatia,pending,1178569.7837334196
128,Latvia,failed,1104925.4826539645
129,Czech Republic,failed,9484085.743914017
130,Latvia,completed,7634898.859899453
131,Poland,failed,967789.8973973364
132,Estonia,completed,3393747.502722101
133,Greece,completed,1319850.695282736
134,Finland,failed,3181343.0381995267
135,Belgium,completed,2879256.8235283345
136,Romania,completed,1330236.6734940864
137,Romania,pending,1273190.8391004698
138,Poland,completed,9971687.98840778
139,Croatia,completed,8334761.33423411
140,Luxembourg,failed,1460562.1878656193
141,Netherlands,completed,3023076.689803591
142,Ireland,completed,5240267.5200397875
143,Slovenia,completed,8937777.793125862
144,Ireland,failed,9397706.641816458
145,Sweden,completed,9664463.998023594
146,Germany,pending,8720548.350890787
147,Austria,failed,989854.3535622584
148,United States,failed,6728858.522905574
149,Belgium,completed,4641750.34966919
150,Croatia,completed,5027862.129554255
151,Lithuania,failed,9469228.056179093
152,Portugal,completed,4622452.202924917
153,Luxembourg,failed,1789666.6808238537
154,Ireland,pending,7006520.850051003
155,Italy,failed,5802280.825286462
156,Finland,failed,3613546.6799262804
157,Hungary,pending,8779872.197912855
158,Germany,pending,6710444.100013143
159,Malta,failed,9737558.896083068
160,Spain,failed,1668359.6191303995
161,Finland,completed,209688.39194363877
162,Belgium,pending,2392433.9195676805
163,Spain,pending,8308718.774231773
164,Greece,failed,1864177.92695719
165,Slovakia,failed,867623.9606485614
166,Finland,pending,392949.7941517579
167,Italy,failed,4433968.242710541
168,Denmark,completed,8242094.138694619
169,Romania,failed,9896515.838813681
170,Finland,pending,6520985.668692441
171,Greece,pending,1764729.154967445
172,Italy,completed,267998.10418120853
173,Latvia,completed,5807242.7206111895
174,Malta,pending,704442.4710583263
175,Denmark,completed,826536.8975311738
176,Luxembourg,failed,5570805.33117997
177,Slovakia,completed,958576.1147732929
178,Czech Republic,pending,9528177.856946342
179,Poland,failed,8206250.775400674
180,Finland,failed,5234507.23488729
181,Spain,completed,7431268.905511167
182,Poland,failed,6884736.182655141
183,United States,completed,23419.135353464073
184,Lithuania,pending,1998054.8591704883
185,Czech Republic,failed,9327038.269202761
186,Netherlands,pending,4468074.760997942
187,Portugal,pending,3949192.8259771415
188,Poland,pending,6649722.250049011
189,Lithuania,completed,6581745.399950476
190,Sweden,failed,3502858.479237908
191,Finland,failed,7665985.7101422055
192,Romania,completed,6305282.480197303
193,Bulgaria,pending,748497.5538529814
194,Portugal,completed,8360960.344375991
195,Croatia,pending,9448004.76635195
196,Finland,failed,291347.04062528163
197,Hungary,pending,81943.96044420182
198,Hungary,completed,8854470.922767729
199,Portugal,pending,6454822.865750768
200,Slovakia,failed,802384.9667042149
201,Finland,completed,6902002.052656167
202,France,pending,3665.428798639292
203,Belgium,failed,8616036.193668118
204,Austria,pending,7326287.459841274
205,Spain,failed,7350457.7102162475
206,Sweden,completed,2466967.798193673
207,Croatia,completed,9892261.955113545
208,Austria,pending,5402385.60449164
209,Hungary,completed,6510860.499430168
210,Malta,pending,4902979.486808773
211,Estonia,pending,8872196.192328312
212,Italy,pending,8850696.36131727
213,Latvia,failed,8398349.462020969
214,Hungary,failed,1485075.4579127657
215,Austria,pending,3739111.0133915707
216,Bulgaria,pending,7807348.116195541
217,Netherlands,pending,3809414.54534119
218,Bulgaria,completed,725114.7671403534
219,Austria,completed,8530830.882079955
220,Bulgaria,pending,9975824.01909735
221,Latvia,pending,9539965.943417367
222,France,completed,3116124.76822829
223,Bulgaria,failed,367669.460674912
224,Denmark,completed,7246422.188227872
225,United States,pending,1894569.7575773124
226,Germany,completed,8777427.05906304
227,Sweden,pending,9616839.00712214
228,Portugal,failed,1805067.4223992059
229,Austria,pending,325756.4094802601
230,Malta,completed,8069134.480350755
231,Ireland,completed,3670244.672415828
232,Finland,completed,7697974.59354139
233,Hungary,completed,5492403.685614215
234,Hungary,completed,5871533.336032836
235,Belgium,completed,5723569.510617856
236,Sweden,completed,6391299.536734789
237,United States,completed,4504209.834377487
238,Ireland,pending,8553816.236407014
239,Lithuania,completed,3095986.480519022
240,Spain,pending,9018947.462149067
241,Ireland,completed,9811879.084735263
242,Italy,completed,8567535.39781354
243,Belgium,completed,5377034.31937862
244,Netherlands,failed,2835850.004136503
245,Hungary,completed,208379.15002032582
246,Malta,failed,15008.676330966475
247,Netherlands,pending,3550930.714778425
248,Estonia,pending,3414595.0851066797
249,Spain,pending,2039155.4973649739
250,Belgium,pending,6837979.698235401
251,Ireland,failed,4829970.703735094
252,Spain,pending,1754092.3106009122
253,Sweden,pending,9237068.733348507
254,Croatia,completed,9730494.511321777
255,Austria,completed,1654332.6760914712
256,Malta,failed,7376127.520462415
257,Austria,failed,7260122.475174175
258,Sweden,completed,3472722.1275046295
259,Belgium,failed,1664040.8355644464
260,Malta,completed,2849542.4976162785
261,Germany,pending,6232227.480981839
262,United States,failed,4734326.356119212
263,Malta,completed,1805652.5188288142
264,Netherlands,failed,2254027.18612463
265,Belgium,pending,6987663.157901291
266,Hungary,failed,1667572.5922798833
267,Austria,completed,2724332.9797763503
268,Hungary,completed,7305243.104316652
269,Sweden,completed,8472461.802355092
270,Luxembourg,completed,180642.74232575062
271,Belgium,failed,1140838.3497740326
272,Malta,pending,7936946.737103442
273,France,failed,5516605.203623369
274,Finland,pending,270348.19282166
275,Austria,failed,4261599.343002235
276,Romania,pending,9122100.514076754
277,Sweden,pending,2732085.399490247
278,Greece,completed,2725743.3124866006
279,Italy,completed,4404739.129591287
280,Denmark,completed,8619986.870685548
281,Germany,completed,7647437.124816935
282,Germany,failed,9880289.09337881
283,Poland,completed,7735047.132842586
284,Ireland,pending,101279.57790432296
285,Croatia,pending,8442202.145614462
286,Spain,completed,7534078.402598063
287,Luxembourg,completed,7844453.73072666
288,Czech Republic,completed,5385422.373001443
289,Croatia,failed,8302995.492225922
290,Portugal,failed,5560159.835365213
291,Portugal,completed,560202.9443927603
292,Germany,failed,8706632.042962324
293,United States,failed,1596838.2999102448
294,Austria,completed,3440193.433006512
295,Germany,completed,2254191.9273811704
296,Italy,completed,5966974.4399058325
297,Denmark,failed,9277632.19797556
298,Spain,failed,9760617.513336515
299,Estonia,completed,6729526.75798299
300,Netherlands,completed,9251445.050331414
301,Sweden,pending,7947121.601218419
302,Estonia,failed,1766270.0905071415
303,Croatia,pending,3722804.06760087
304,Denmark,pending,2994031.767582226
305,Austria,completed,1719048.2435156107
306,Latvia,pending,8226583.4189487975
307,Denmark,completed,108699.36325075824
308,Greece,completed,3111719.4470734787
309,Czech Republic,pending,6718077.481942671
310,Poland,completed,2327654.9431592487
311,Belgium,pending,7563023.982501578
312,Czech Republic,pending,7699363.45336863
313,Slovakia,completed,9662919.192788979
314,Netherlands,failed,4151508.8831367563
315,Poland,completed,5688288.437652815
316,Greece,pending,6905900.314634646
317,Malta,completed,7557364.970891277
318,Hungary,completed,9952946.406672401
319,Croatia,pending,9390334.16303004
320,Malta,completed,606166.6487670881
321,Estonia,completed,6954908.608789344
322,Lithuania,completed,5827273.316377884
323,Luxembourg,completed,5011336.409019934
324,United States,pending,3526792.8591097808
325,Denmark,failed,8370816.229425797
326,Austria,completed,887926.6759130299
327,Denmark,pending,4642878.461692318
328,Poland,completed,849233.5528532979
329,Malta,pending,9631372.621594142
330,Belgium,completed,7556066.996300508
331,Slovenia,completed,3982510.037570801
332,Slovakia,completed,5858449.611998645
333,Czech Republic,pending,1178203.973011578
334,United States,failed,1221776.3459970797
335,Bulgaria,pending,3220839.567050995
336,Slovakia,pending,5825139.484127826
337,Portugal,pending,8699631.837655261
338,Austria,failed,1647328.366941514
339,Greece,completed,8535533.39934605
340,United States,failed,3279127.3985822154
341,Poland,pending,8403827.08414695
342,United States,failed,6620786.467408559
343,Romania,failed,6698625.427840723
344,Ireland,failed,2203395.836157782
345,Luxembourg,completed,5717478.19929123
346,Italy,pending,864764.3977352404
347,Greece,failed,6954278.855270346
348,Czech Republic,failed,1212014.834936891
349,France,pending,3350266.47765028
350,Romania,pending,3319736.1081083356
351,France,pending,6104554.838342761
352,Romania,pending,6948868.654699335
353,Germany,completed,8521162.66990901
354,Austria,failed,3743369.640833518
355,Austria,pending,204069.24100727975
356,Greece,failed,1618807.0231777497
357,Slovenia,failed,4185324.7042916487
358,Germany,failed,2402349.8768121907
359,Denmark,failed,2504540.828651368
360,Hungary,completed,2383077.0535732093
361,Bulgaria,failed,5087161.702429523
362,Croatia,failed,2161085.641654332
363,Croatia,pending,7483257.623031636
364,Estonia,pending,5366519.5124932155
365,Finland,completed,93541.25444297811
366,Hungary,pending,4660721.935310338
367,Croatia,failed,7367587.559983614
368,Bulgaria,pending,8067524.904229181
369,Austria,failed,4978447.416849274
370,Ireland,failed,826374.0148865384
371,Slovenia,pending,1854008.804705769
372,Romania,pending,9324694.62849028
373,Czech Republic,completed,7667180.113640366
374,United States,failed,492248.55844116956
375,Hungary,failed,7166669.986480309
376,Czech Republic,failed,1053232.6433163586
377,Hungary,completed,3216127.259677061
378,Poland,pending,9873615.474090885
379,Denmark,pending,6383666.739972915
380,Germany,pending,243017.5861089745
381,United States,completed,5427436.899072939
382,Ireland,failed,8795235.61106907
383,France,completed,4407926.459969189
384,Romania,pending,8025980.912351689
385,Romania,completed,1182003.0447855378
386,Belgium,completed,8937120.116141338
387,Sweden,failed,7246331.441230102
388,Belgium,failed,1345893.0815308357
389,Croatia,completed,1118873.3056061328
390,Netherlands,pending,6443267.0488977805
391,Germany,pending,4236813.166692217
392,Czech Republic,completed,8715670.5542651
393,Latvia,failed,4748935.208164617
394,Portugal,completed,5230954.360996351
395,Spain,failed,1644867.3310832852
396,Luxembourg,failed,6960835.582379175
397,Denmark,pending,3741862.412541304
398,Croatia,failed,348193.477009151
399,Romania,pending,7221677.143971125
400,Denmark,pending,5766591.430570908
401,Bulgaria,pending,8310423.529381055
402,Sweden,pending,3910743.3980957787
403,Greece,failed,2489937.740928717
404,France,pending,6582947.830233491
405,Spain,completed,6643082.7752768425
406,Netherlands,failed,5396768.453899609
407,Hungary,completed,2703941.8598391707
408,Sweden,completed,2075878.2650414754
409,Spain,completed,1045837.3926309228
410,United States,failed,6345826.895816703
411,Austria,pending,4097220.8107127217
412,Czech Republic,failed,4030508.701693888
413,Lithuania,completed,3079219.4729057965
414,Romania,pending,3344707.761245125
415,Italy,pending,5414748.130222231
416,Austria,pending,3737749.1421047472
417,Netherlands,pending,4304287.6066474
418,Hungary,completed,1706590.3808317296
419,Slovakia,completed,87703.58642124721
420,Poland,completed,4191172.6161930473
421,Hungary,failed,982435.3038518296
422,United States,completed,5013183.780611571
423,Finland,pending,4254073.991200344
424,United States,failed,6910118.819017006
425,Netherlands,completed,8441687.169778654
426,Slovenia,completed,5500225.885935858
427,Slovenia,completed,4797967.020498695
428,Germany,failed,5986518.08096432
429,Portugal,pending,4558518.981309703
430,Finland,pending,2657476.7358144037
431,Sweden,failed,9458606.014632646
432,Slovakia,pending,5403503.790420811
433,Czech Republic,completed,3880165.0425999044
434,Netherlands,failed,4725387.343743027
435,Estonia,completed,4127628.1241267934
436,Portugal,completed,2996042.167491991
437,Bulgaria,failed,3694917.3483568374
438,Ireland,failed,3022990.8406759896
439,Finland,failed,3630381.117278275
440,Germany,failed,8138805.5776941255
441,France,pending,6432798.29101932
442,Finland,completed,6213117.795198731
443,Ireland,pending,6324101.83242416
444,Lithuania,failed,5520093.681230016
445,Croatia,completed,6145358.05338075
446,Portugal,completed,4563425.255614022
447,Sweden,pending,9200936.879028372
448,Croatia,pending,170204.77779330913
449,France,pending,9564507.68689125
450,United States,completed,3074292.025163874
451,Romania,completed,8381079.710237157
452,Netherlands,pending,7168509.409744389
453,Estonia,pending,7800799.752425318
454,Croatia,failed,4761940.26024285
455,Lithuania,failed,974581.4933681751
456,Belgium,failed,8037004.678474341
457,Germany,failed,9094676.65739486
458,Germany,pending,8418506.181100992
459,Latvia,pending,9855985.798515586
460,Greece,failed,398045.36659842846
461,Slovakia,pending,8811811.7273651
462,Netherlands,pending,945390.4123465307
463,Luxembourg,failed,6934447.811579587
464,Slovakia,failed,3158506.4764148886
465,Poland,pending,6634904.135725623
466,Lithuania,failed,1642204.2300708017
467,Portugal,failed,7114037.353072168
468,Spain,pending,4746365.66619665
469,Netherlands,pending,2420907.9966687574
470,Slovenia,completed,1391824.8858466242
471,Croatia,completed,6840571.589924563
472,Lithuania,pending,7540680.307876599
473,Croatia,completed,5685816.503568563
474,Denmark,completed,8779373.254668212
475,Lithuania,pending,732807.3629791997
476,Netherlands,failed,6427348.603100969
477,Estonia,completed,8714284.234992603
478,Romania,completed,1653390.66607071
479,France,pending,3710439.3259614985
480,Slovakia,failed,2239519.7184485784
481,Germany,failed,3617515.3020587335
482,Poland,completed,758106.9948790154
483,Sweden,pending,1092878.3454404266
484,Poland,pending,3777153.6443428798
485,Lithuania,failed,1371886.3180829345
486,Ireland,completed,5703349.554274447
487,Estonia,completed,6610073.292337205
488,Finland,completed,7705739.7935426105
489,Slovakia,failed,3919154.1308309487
490,Czech Republic,pending,563128.663185426
491,Portugal,failed,8496927.725110278
492,Netherlands,completed,7834027.8235320635
493,Romania,failed,391236.18290961895
494,France,completed,3303455.8737064158
495,Latvia,pending,3421710.9332471397
496,Belgium,completed,1490951.2615272447
497,Hungary,failed,469893.7126175062
498,Romania,completed,3071162.689555794
499,Croatia,completed,93652.67860928395
500,Poland,pending,3412657.552392323
501,Luxembourg,pending,7477767.486772039
502,Czech Republic,failed,6403949.278812191
503,Sweden,failed,1955549.4650255612
504,Belgium,failed,4845604.952103945
505,Latvia,completed,8700359.488799348
506,Latvia,pending,4456827.865298022
507,Hungary,failed,2959925.506047363
508,France,pending,4609484.289028653
509,Luxembourg,completed,9121221.623684343
510,Netherlands,pending,6186274.927740217
511,Poland,pending,3549850.41832509
512,Luxembourg,pending,8380001.258632319
513,Croatia,failed,9638276.741457447
514,Latvia,failed,7431312.377275823
515,Belgium,completed,1671597.1393436724
516,Poland,pending,3576207.8207096816
517,Lithuania,pending,4319107.5197740635
518,Romania,failed,6718337.357113943
519,Estonia,failed,9984104.121170484
520,Portugal,completed,9895517.045002116
521,Lithuania,pending,5209451.48725086
522,Belgium,pending,526504.4947249886
523,Finland,pending,4000033.465169711
524,Luxembourg,completed,4360752.533301926
525,Ireland,pending,3410122.7969065383
526,Germany,failed,3507223.9278935925
527,Finland,failed,8322720.746651145
528,Spain,pending,5191556.491654589
529,Sweden,completed,5493740.985394435
530,Ireland,pending,3185219.287723823
531,Czech Republic,pending,5550793.957406372
532,Denmark,completed,88443.0635799438
533,Italy,completed,6215636.83905546
534,Romania,failed,5267677.445540953
535,Greece,completed,9204627.054509502
536,Estonia,completed,8802761.878911652
537,Greece,pending,9827416.491524225
538,Romania,pending,2219127.894487116
539,Slovakia,pending,4318360.504522686
540,Estonia,completed,2131882.50613777
541,Sweden,failed,6163124.73927884
542,Finland,failed,6753600.562482833
543,Malta,failed,877920.9350460982
544,Luxembourg,completed,6465159.398765332
545,Latvia,completed,658870.6140541733
546,Lithuania,completed,1845248.8880100593
547,Czech Republic,completed,6089621.795984864
548,Bulgaria,failed,8857460.044246811
549,Italy,failed,9161591.78602463
550,Austria,failed,5862245.815556991
551,Slovakia,completed,4792722.348491366
552,Portugal,pending,6372458.232760629
553,Finland,completed,9589507.10724697
554,Spain,pending,8076731.195687323
555,Luxembourg,failed,8770697.425392153
556,United States,completed,8433956.30543705
557,Italy,failed,1041157.6357553143
558,Austria,pending,7301300.556586299
559,Spain,pending,8628779.41996187
560,Belgium,completed,4518675.218108227
561,Romania,completed,9669952.822570648
562,United States,pending,9954398.265358465
563,Luxembourg,failed,4575772.619314216
564,Bulgaria,pending,6128912.152651258
565,Germany,failed,1065928.2471184628
566,Germany,completed,7542584.069794782
567,United States,pending,1461751.0400495904
568,France,failed,4035933.6346284123
569,Netherlands,failed,4623945.784919632
570,Croatia,failed,9254317.86948146
571,Poland,pending,3221239.6470137727
572,Malta,failed,4142150.2766607488
573,Portugal,pending,6312519.697723179
574,Latvia,failed,9504183.494963909
575,Denmark,pending,7787812.841218588
576,Poland,failed,3561847.908588417
577,Sweden,completed,2545646.800464343
578,Latvia,failed,1717884.2892472711
579,Luxembourg,pending,2004498.5175133012
580,Austria,failed,2687851.113364278
581,United States,failed,2121336.866010444
582,Belgium,pending,3007599.8800955294
583,Slovakia,pending,1020737.2502512679
584,Slovenia,failed,8825805.782359637
585,France,failed,5543484.210501538
586,Sweden,pending,3534888.3617983907
587,Netherlands,failed,3241527.4202962676
588,Croatia,pending,6844724.176163003
589,Hungary,completed,6519584.686241766
590,Sweden,failed,3687186.477300252
591,Bulgaria,failed,4128879.2365787285
592,Malta,completed,4654207.379351607
593,Ireland,pending,525628.7076905153
594,Slovakia,failed,746226.7884848018
595,Austria,pending,8205558.570791187
596,Malta,pending,1433631.4206970858
597,Hungary,completed,4072677.6637465954
598,Estonia,pending,7021078.063898945
599,Croatia,failed,6348777.762840373
600,Bulgaria,completed,5840363.740496663
601,Italy,failed,4568048.221718101
602,Spain,failed,5193444.581572758
603,Belgium,completed,1885851.2156079076
604,Portugal,failed,888358.4921225718
605,Hungary,pending,1894936.8261419542
606,Germany,failed,2828045.4633277985
607,United States,pending,8857655.28062555
608,Malta,completed,6145724.235714488
609,Slovakia,failed,1736981.3028873992
610,Latvia,pending,6025110.642812487
611,Croatia,pending,1147965.2819776286
612,Greece,failed,4841993.023611186
613,Czech Republic,pending,2521904.865096297
614,Sweden,pending,9501395.687308198
615,Germany,completed,7332137.257456886
616,Denmark,failed,6485780.098559734
617,Germany,pending,2267397.860409925
618,Netherlands,completed,6304647.632390604
619,France,failed,8864329.059426008
620,Belgium,completed,8105438.587259329
621,Denmark,failed,7507304.313473994
622,Germany,pending,7250069.44637077
623,Greece,completed,8460589.521892332
624,Slovakia,failed,8652048.586605622
625,Slovakia,pending,5624296.985206817
626,Germany,pending,6338460.900384276
627,Croatia,completed,8433225.974787675
628,Ireland,completed,7095069.515812888
629,Romania,pending,3937658.1938028876
630,Lithuania,pending,919184.3026002422
631,Denmark,completed,2703681.3980129417
632,Estonia,pending,2188397.9236067617
633,United States,pending,5745929.639506625
634,Netherlands,pending,686213.7952370739
635,Germany,failed,7065805.903192559
636,Bulgaria,completed,2342248.7533637104
637,United States,failed,9930793.482325038
638,Poland,pending,9509867.438005866
639,Slovenia,failed,2748874.458452444
640,Denmark,pending,6882886.448161195
641,Romania,completed,7166615.217280188
642,Italy,pending,7037824.47131275
643,Belgium,completed,7965801.514515436
644,Spain,failed,1095667.8080064731
645,Ireland,pending,928653.6244717957
646,Finland,completed,4051273.692613344
647,Malta,failed,4882565.525104983
648,Netherlands,failed,5258679.938692866
649,Austria,completed,6415886.690038005
650,Italy,pending,3201951.475222327
651,Luxembourg,completed,5609358.194388511
652,Lithuania,completed,9219936.460335871
653,Finland,completed,380102.6270397412
654,Latvia,failed,1448162.1864622596
655,Lithuania,completed,419847.72036842146
656,Austria,pending,5846193.1150081735
657,Lithuania,pending,6039962.969087627
658,Italy,completed,8346596.745903372
659,Croatia,pending,3471565.6159205553
660,Romania,failed,5675315.714649674
661,Poland,failed,8431343.21748358
662,Belgium,completed,744593.3650081992
663,Lithuania,completed,6899544.636102378
664,Slovenia,pending,7873429.715374051
665,Finland,completed,619862.6099788562
666,Romania,completed,6435773.218906284
667,Portugal,completed,1865096.8891158525
668,France,failed,2363204.668567517
669,Poland,pending,9704757.785341717
670,Austria,completed,4166117.72565191
671,United States,pending,2250905.3930604905
672,Estonia,completed,4379216.270695612
673,Slovakia,completed,1030742.9638003208
674,Latvia,completed,6771029.58202874
675,Portugal,pending,9256600.822004149
676,Estonia,pending,1178751.1451082865
677,Spain,pending,9378322.29149982
678,Sweden,failed,4152470.9017995074
679,Austria,failed,179275.5413111058
680,United States,pending,5333864.558683086
681,Bulgaria,failed,7724073.9040495185
682,Luxembourg,completed,3508747.4075089777
683,Denmark,completed,4930088.5759840375
684,Lithuania,pending,3786595.4306603023
685,Czech Republic,completed,392997.9686782492
686,Bulgaria,completed,2058713.6694700946
687,Sweden,completed,4347878.863587665
688,Hungary,pending,6907915.872218806
689,Poland,completed,1024898.9916261397
690,Romania,completed,4763869.105072906
691,Bulgaria,completed,4819409.934151594
692,Malta,completed,8977410.911396567
693,Netherlands,pending,6143333.076542811
694,United States,failed,2620008.8415520573
695,Hungary,completed,1426159.671753867
696,Poland,pending,5515645.810779597
697,Croatia,pending,1212727.1611394319
698,Greece,pending,4271892.920859006
699,Spain,completed,7589303.84599633
700,Lithuania,failed,9704434.960261803
701,Belgium,pending,7854130.041518287
702,Belgium,pending,2315098.7106449637
703,Slovakia,completed,2730317.9215036235
704,Romania,pending,6112704.035509516
705,Belgium,completed,4575780.098439192
706,Slovenia,completed,6387045.163758709
707,Bulgaria,completed,8023771.351370389
708,Netherlands,pending,6282285.455648001
709,Hungary,completed,4204900.648141117
710,Bulgaria,pending,2995388.691906329
711,Croatia,failed,5499497.498160704
712,Slovakia,completed,8013329.955303983
713,Luxembourg,failed,816023.9483215637
714,Belgium,completed,3315986.163508672
715,Greece,failed,9832363.623517761
716,Latvia,completed,9194243.172211831
717,Denmark,completed,3657774.3484285576
718,Italy,pending,2347247.7155893943
719,Ireland,completed,2125061.031418762
720,Ireland,completed,6196356.940146265
721,Hungary,failed,1344749.8975956573
722,Lithuania,failed,2075828.2170878672
723,Sweden,completed,2859356.3319394775
724,Netherlands,completed,8997746.862976639
725,Latvia,completed,3975027.645591238
726,Finland,pending,5897526.7299070675
727,Poland,failed,3964995.525570918
728,Netherlands,pending,7001369.001948275
729,Malta,completed,7726001.928614626
730,Malta,failed,9471327.903318016
731,Spain,failed,8626391.316672323
732,Finland,pending,3928645.2617154787
733,Croatia,completed,9589951.38504424
734,United States,failed,5710288.109462792
735,Romania,failed,9389849.341179697
736,Sweden,failed,405755.47010912816
737,United States,pending,6730138.067705621
738,Croatia,pending,6500057.928033761
739,Czech Republic,failed,4847692.818807267
740,United States,failed,6728629.656335493
741,France,failed,5080994.53282449
742,Finland,pending,2728658.8526174417
743,Denmark,pending,1311681.855957505
744,Austria,completed,466698.4884699521
745,Bulgaria,completed,9255292.580259077
746,Portugal,pending,8690484.00768879
747,Finland,failed,150181.91684139092
748,Finland,failed,8963468.617202418
749,Slovenia,pending,8111792.904038074
750,Croatia,pending,5565202.349314272
751,Austria,pending,6202625.1178524885
752,Germany,failed,9637004.021888778
753,Netherlands,completed,2592390.2283008215
754,Spain,completed,7468368.950252201
755,Slovenia,completed,8730424.339403939
756,Italy,pending,8385156.783105289
757,Austria,failed,5500686.715838837
758,Hungary,completed,4955836.221932093
759,Austria,completed,3924010.801380641
760,Slovakia,completed,9132417.198106
761,Germany,failed,2016856.0264173208
762,Ireland,failed,1084691.8983036736
763,Netherlands,failed,4080850.1358657335
764,Greece,pending,8805226.120233921
765,Sweden,completed,3347885.244899239
766,Poland,completed,1505121.800613053
767,France,completed,4054717.755662154
768,Romania,failed,5573941.627006342
769,Luxembourg,completed,672932.7880024216
770,Romania,failed,6240871.574770952
771,Czech Republic,pending,8625239.570755752
772,Austria,completed,6398597.225532843
