id,country,status,amount
75,Austria,failed,8106638.984080942
76,Slovenia,pending,2869736.4436195716
77,France,failed,1090459.9871105936
78,Netherlands,completed,3720702.1387640815
79,Luxembourg,failed,364794.1013987388
80,Greece,failed,9814486.031842208
81,Belgium,completed,7935737.16997811
82,United States,failed,7589500.601795856
83,Lithuania,completed,6799239.338569328
84,Netherlands,completed,1249247.0396553855
85,Luxembourg,completed,6039451.540927103
86,Germany,pending,6657487.669255323
87,Denmark,completed,996530.0922638975
88,Malta,pending,9953152.452964718
89,Slovenia,completed,8392469.717565674
90,Lithuania,failed,1424419.9497573618
91,Romania,pending,5082038.925942732
92,Luxembourg,completed,8814288.50551153
93,United States,failed,547027.3883699117
94,Malta,completed,9177289.533340488
95,Luxembourg,pending,7082694.083782203
96,Slovakia,completed,868280.0435270055
97,Germany,completed,4540753.363311024
98,Finland,pending,2888463.7269306323
99,Slovenia,completed,4328952.60505622
100,Sweden,failed,2153370.425786886
101,Romania,failed,1255149.9555454282
102,Belgium,pending,4785792.188582287
103,Austria,pending,4438550.151352057
104,Ireland,pending,3522512.417433482
105,Greece,completed,5457493.733365079
106,Portugal,completed,4714778.657040395
107,Slovenia,pending,5502187.276608689
108,Slovenia,pending,720300.1550100785
109,Lithuania,pending,6308234.3486500755
110,Greece,pending,4346810.0622050725
111,Romania,pending,2538.3461043382295
112,United States,completed,4354420.390367464
113,Bulgaria,completed,2374039.791552944
114,Poland,completed,1534002.333976444
115,Finland,completed,4126793.0406015897
116,Estonia,failed,4560440.838775973
117,Finland,failed,5694924.85668317
118,Bulgaria,completed,3343722.340799413
119,Portugal,completed,7692890.019342331
120,Hungary,completed,3170188.791125358
121,Latvia,failed,4230227.338281654
122,Latvia,failed,1047588.6915826482
123,Croatia,completed,5866822.7130678715
124,Bulgaria,completed,8162779.559222997
125,France,failed,5708833.586882609
126,Bulgaria,completed,197631.2963842175
127,Ireland,completed,9976119.171718486
128,Lithuania,completed,8476643.524147509
129,Czech Republic,failed,8072022.233093135
130,Finland,completed,3450679.4186511845
131,Hungary,pending,6848230.179999493
132,Latvia,failed,3887111.0762347504
133,Lithuania,pending,6872503.803831395
134,Luxembourg,completed,4793327.575685986
135,Slovakia,completed,2982284.373762896
136,Poland,failed,6560582.191257921
137,Austria,failed,8445936.711903827
138,Estonia,completed,8869600.632574385
139,Bulgaria,pending,8502610.83793601
140,Romania,completed,7828736.334038224
141,Slovakia,pending,3109533.4060402038
142,Denmark,completed,5745984.123252374
143,Spain,pending,5135067.697351959
144,Italy,pending,660311.8168907741
145,Spain,completed,7930345.417054679
146,Luxembourg,completed,4151007.5657030134
147,Slovenia,completed,4967944.865651644
148,Bulgaria,completed,1533158.7058384733
149,Finland,pending,9261273.150811758
150,Luxembourg,pending,9522808.512975436
151,Slovakia,completed,7940654.54789187
152,United States,completed,8091784.902692231
153,Greece,pending,5016737.432039453
154,Belgium,failed,4648348.119073805
155,Portugal,failed,1854585.999546877
156,Belgium,failed,7114747.245034364
157,Latvia,pending,6481111.800143161
158,Austria,pending,8919012.892318677
159,Belgium,completed,7931421.43257492
160,Ireland,failed,1010713.2672121022
161,Latvia,completed,8160414.004300736
162,Portugal,pending,3257474.2042739736
163,Latvia,failed,6027466.247336476
164,United States,failed,8495408.984655598
165,Italy,pending,1580955.2913462145
166,Ireland,failed,3382913.5653420896
167,Italy,pending,3743139.237578602
168,Spain,failed,3449396.8177937428
169,Slovenia,completed,2597269.5499649756
170,Estonia,failed,6955889.104461826
171,France,failed,148467.6863740686
172,Estonia,failed,6528197.692506962
173,Luxembourg,failed,9076608.168071952
174,Ireland,failed,6550886.207271333
175,Portugal,pending,3482049.9837862807
176,Bulgaria,completed,7884628.116776113
177,Finland,completed,4685267.349794534
178,Finland,failed,4314527.525171209
179,Lithuania,completed,9787169.680805663
180,Portugal,failed,2252199.1628262415
181,Poland,pending,5033780.131410344
182,Netherlands,completed,691525.6956088833
183,Austria,pending,8112016.364649088
184,Germany,pending,5299902.476865147
185,Sweden,pending,482501.21190819505
186,Finland,completed,6285023.0700686695
187,United States,completed,6127629.588907172
188,United States,pending,9410899.964038359
189,Austria,completed,7936685.239962804
190,Romania,completed,4922727.73846582
191,Latvia,completed,8069072.373498789
192,Estonia,completed,7895747.224826907
193,Slovakia,completed,7931282.629680885
194,United States,pending,2671343.739004982
195,Spain,pending,812905.8272944789
196,United States,completed,8017187.8167481655
197,Czech Republic,completed,568150.4896641875
198,Romania,failed,3519538.5921419207
199,Slovenia,failed,6929563.39526631
200,Denmark,completed,4916485.773722075
201,Hungary,completed,2011713.2640208313
202,Austria,completed,4897113.3394765165
203,Belgium,failed,9848153.152504643
204,Lithuania,completed,6718984.747719287
205,France,failed,5676554.475942459
206,Spain,failed,9789630.656564811
207,Estonia,completed,2912624.9868983934
208,Portugal,pending,2207271.8169978578
209,France,failed,8835418.8187962
210,Bulgaria,failed,868681.6785328833
211,Netherlands,completed,9001405.253055703
212,Sweden,pending,8456168.98251191
213,Greece,completed,2978104.567282146
214,Luxembourg,pending,5537997.8612979585
215,Lithuania,completed,897119.4900572
216,Slovakia,completed,1534943.3456722805
217,Netherlands,failed,1378657.1933867675
218,Malta,failed,4846887.301640508
219,Poland,pending,2831747.222280441
220,Greece,completed,9500291.757464802
221,Ireland,completed,7759624.309027758
222,Spain,pending,2437830.739955955
223,Belgium,failed,2300477.864081467
224,United States,failed,3972458.4439402665
225,Malta,failed,9744966.729328837
226,Hungary,failed,8972449.116682164
227,Denmark,pending,9506865.125615174
228,Greece,completed,9270538.25627438
229,Latvia,failed,4766494.38311996
230,Finland,pending,1364392.5685405044
231,Sweden,failed,8315358.627180317
232,Austria,completed,88973.4949077048
233,Netherlands,completed,3532491.393378404
234,Greece,failed,2457922.709553735
235,Latvia,failed,5791674.026352717
236,Hungary,pending,9009167.047857815
237,Netherlands,completed,9150580.257992527
238,Spain,completed,3407116.5660448954
239,Luxembourg,failed,3359793.379043633
240,Sweden,failed,8258281.3269189
241,Romania,pending,5568566.399827844
242,Greece,pending,9962567.396667155
243,Latvia,failed,793856.3054834047
244,Belgium,pending,5740614.807255292
245,France,completed,1992886.700574924
246,Luxembourg,completed,9240472.634529853
247,Denmark,failed,9347297.449053219
248,Portugal,pending,1416104.5891513436
249,Latvia,failed,2318519.7177570816
250,Luxembourg,pending,3348890.495957054
251,Croatia,pending,6166689.69622066
252,Greece,failed,6273793.923177031
253,Poland,pending,2930905.281886357
254,Greece,failed,3346654.9353797506
255,Latvia,pending,7169255.4242684115
256,Netherlands,pending,161749.24675819825
257,Estonia,failed,3970241.4705388043
258,Romania,failed,7077861.140675746
259,Belgium,completed,5459276.224943224
260,Germany,pending,2712705.345112939
261,France,failed,5334439.0012447145
262,Luxembourg,failed,7314859.67971173
263,Poland,failed,4475925.695868433
264,Slovenia,pending,6283852.7929114755
265,Luxembourg,failed,5930593.164075685
266,Malta,pending,2182881.448321399
267,Netherlands,completed,870699.4917722411
268,Slovakia,pending,3196770.1364944126
269,Greece,failed,9448738.374017416
270,Hungary,pending,7244022.520821436
271,Estonia,completed,9357153.911579741
272,Italy,failed,8078856.1657125065
273,Germany,failed,2608181.903719161
274,Slovenia,completed,4615180.602644432
275,Bulgaria,completed,5407085.696855689
276,Portugal,completed,8666416.625641176
277,Spain,pending,292142.1605940222
278,Denmark,completed,4492975.324028939
279,Lithuania,completed,6976822.611016586
280,Portugal,failed,926063.0821323934
281,Estonia,completed,1116339.004337904
282,Austria,completed,9780280.365041424
283,Sweden,pending,7609456.119671887
284,Germany,failed,1316622.5137249222
285,Estonia,failed,7537776.087389756
286,Luxembourg,pending,799365.4495412583
287,Italy,completed,9382519.746174946
288,Romania,failed,4202792.553571952
289,Croatia,completed,7296759.750034109
290,Spain,pending,6512408.245057505
291,Hungary,failed,5861413.010443141
292,Portugal,pending,1347313.2456966573
293,Belgium,failed,4771664.521384314
294,Croatia,failed,8991634.754131287
295,Czech Republic,failed,9691994.984442962
296,Austria,failed,6193518.832514993
297,Croatia,failed,3953734.9268021192
298,Luxembourg,pending,6191667.82055912
299,Slovenia,failed,8976814.59187795
300,Hungary,pending,4952681.0645504715
301,Luxembourg,failed,1211066.0081975143
302,Denmark,completed,8536058.50003827
303,Slovakia,completed,1756092.9736810315
304,Lithuania,pending,7853000.156726321
305,Ireland,failed,8754594.763670284
306,Germany,failed,3372339.9730817718
307,Lithuania,pending,5411754.431085255
308,Portugal,failed,2410333.583078487
309,Netherlands,completed,3779544.230977404
310,Hungary,pending,2730075.5109827947
311,Malta,failed,7319660.443791384
312,Sweden,pending,6822031.406098459
313,Finland,failed,4169186.7220086297
314,Finland,failed,7215459.98348001
315,France,failed,3054447.5005657347
316,Germany,pending,8627760.059433538
317,Portugal,failed,8249330.432650592
318,Estonia,failed,5691792.819327537
319,Slovenia,failed,7214613.262316676
320,Malta,pending,7927411.017252697
321,Germany,pending,8498947.349512026
322,France,pending,1834301.972390885
323,Sweden,failed,6507230.253732586
324,Malta,completed,2802497.4584871787
325,Denmark,completed,2838942.701066762
326,France,completed,5178227.782633196
327,Bulgaria,failed,4873307.199255696
328,Germany,pending,4342611.906952253
329,France,completed,16800.811821182648
330,United States,failed,5562092.621067936
331,Portugal,failed,2727609.8557532122
332,Portugal,pending,7475157.106121351
333,Czech Republic,completed,2145958.926531472
334,Italy,completed,3640625.143929926
335,Belgium,failed,80436.59235154488
336,Portugal,pending,1730350.4023878735
337,Austria,failed,880523.2826924514
338,Sweden,failed,4785368.989337212
339,Spain,pending,5004306.831770655
340,France,completed,5415525.559822679
341,Greece,pending,8685911.396920847
342,Spain,failed,9659818.5645569
343,Bulgaria,completed,8237143.704073868
344,Hungary,failed,1303361.4321241216
345,Romania,pending,9381969.666761732
346,Finland,completed,1152928.5192639604
347,Luxembourg,failed,1403652.18831764
348,Ireland,failed,8112473.432352567
349,Portugal,completed,3985113.6088220873
350,Hungary,completed,4310594.390089363
351,Netherlands,pending,7191586.6599353785
352,Slovakia,pending,8830451.585910361
353,Portugal,completed,3117252.51425963
354,Bulgaria,completed,7977372.739889525
355,Sweden,pending,7134898.565885136
356,Slovenia,failed,3209987.258231769
357,Luxembourg,pending,3918900.4171308773
358,Germany,pending,8148275.680642715
359,Estonia,pending,8652932.041911637
360,Netherlands,completed,6054582.087860836
361,Slovakia,failed,6158362.950563489
362,Ireland,pending,3094758.4504481317
363,Austria,failed,3225892.722844279
364,Croatia,completed,849824.0650046963
365,Lithuania,pending,6422993.536982681
366,Italy,failed,2200984.378561176
367,Belgium,failed,2546474.21667179
368,Slovenia,failed,9137615.788388694
369,France,completed,5547476.943913288
370,Belgium,pending,8156582.37603707
371,Lithuania,completed,5080702.60565756
372,Italy,failed,2100171.7309389734
373,Latvia,failed,4723026.47930663
374,Luxembourg,failed,211814.44485085187
375,Croatia,pending,7224741.89948723
376,Germany,failed,5836949.243898876
377,Romania,pending,206336.82983158264
378,Finland,failed,1232528.5053317482
379,Romania,completed,562867.8303485357
380,Bulgaria,failed,685148.5628970466
381,Bulgaria,failed,5293559.003600365
382,Hungary,pending,9564102.4028431
383,Netherlands,completed,9955652.084427811
384,Poland,failed,2813551.290705245
385,Greece,pending,2426643.823413703
386,Italy,completed,3998102.9579563034
387,France,pending,6474578.280741858
388,Hungary,pending,6010220.993395081
389,Greece,completed,1563867.1700545326
390,Slovakia,completed,3261599.4126603454
391,Spain,failed,3755294.3569008536
392,Estonia,failed,1282766.480983437
393,Sweden,completed,2963200.333138951
394,Lithuania,failed,8945372.252219196
395,Latvia,pending,2562752.574755207
396,Luxembourg,failed,6887780.024747311
397,Austria,pending,4703938.913852645
398,Ireland,pending,7651042.999588949
399,Czech Republic,failed,8886732.346129844
400,Ireland,completed,1522338.6615888379
401,Croatia,failed,5679857.157636745
402,Denmark,pending,2146860.185463112
403,Poland,failed,1482384.9689515277
404,Malta,failed,1107391.607405429
405,Hungary,failed,6234692.663872652
406,Croatia,pending,3852265.738437878
407,Bulgaria,pending,4141706.5220209104
408,Czech Republic,completed,1124460.1532684218
409,Romania,failed,5450290.233333727
410,Portugal,completed,1851122.6907605638
411,Hungary,failed,8796778.38893138
412,Luxembourg,completed,2133312.065919051
413,United States,completed,7328730.859011149
414,Germany,pending,9037927.23228256
415,Romania,failed,7656412.718131113
416,Austria,completed,5183874.170140617
417,Malta,completed,8750595.197952181
418,Belgium,completed,7086316.672693759
419,Belgium,completed,650128.4633580196
420,Spain,pending,7624359.065983719
421,Lithuania,pending,6042835.295778596
422,Czech Republic,pending,6269835.272412414
423,Austria,pending,7890021.667467737
424,Ireland,failed,1518204.1627857746
425,United States,pending,9288738.127162155
426,Bulgaria,failed,4850711.840870007
427,Finland,pending,4963035.382886669
428,Spain,pending,2872358.3701120093
429,Estonia,completed,4798470.968694733
430,Hungary,pending,4809310.321939973
431,Greece,failed,9571817.387744088
432,Netherlands,failed,2111055.474953009
433,Denmark,failed,7064155.404700255
434,Italy,failed,7627172.740252495
435,Hungary,failed,9186492.436816847
436,Portugal,pending,988837.1280751284
437,Italy,pending,4688082.5550732855
438,Spain,failed,9100469.823625425
439,Estonia,pending,5004266.058478194
440,Finland,failed,8480800.43137818
441,Belgium,failed,6570761.5443034675
442,Germany,pending,8480688.726111084
443,Greece,failed,2908225.14207674
444,Germany,pending,6063721.457883315
445,Ireland,completed,1412888.0792944976
446,Luxembourg,pending,4471628.028136331
447,United States,failed,8831542.43184759
448,Romania,completed,7055387.907041062
449,Finland,failed,6603026.628926262
450,Croatia,failed,1733024.8430122118
451,Spain,failed,9661555.371834915
452,Croatia,pending,3413064.124852416
453,Latvia,completed,8795505.743290765
454,Czech Republic,completed,5225829.916709876
455,Spain,failed,7808286.723132318
456,Luxembourg,failed,6836410.913410416
457,Finland,failed,95293.41297026428
458,Poland,pending,6796683.233677844
459,United States,pending,277976.6848254117
460,Denmark,pending,6350613.238190709
461,Greece,failed,421158.1894842065
462,Croatia,completed,419064.9939305657
463,Slovenia,failed,2203485.7686917097
464,Italy,pending,925781.8411319896
465,United States,pending,9704924.012063256
466,Latvia,failed,3462191.0482227704
467,Germany,completed,1385589.1132220742
468,Greece,failed,8851065.820971372
469,Lithuania,pending,1758621.595587957
470,Lithuania,completed,551721.1073161577
471,Luxembourg,failed,5591832.585201953
472,Slovenia,failed,5126280.575585483
473,Luxembourg,failed,19832.453192920595
474,Malta,failed,5065654.949443895
475,Czech Republic,failed,3696062.930975711
476,Latvia,failed,136746.71433291264
477,United States,pending,2957290.7668518047
478,France,failed,6976604.456369602
479,Greece,completed,148313.7472665219
480,Slovakia,failed,9139354.854319992
481,Romania,pending,7301587.425755655
482,Czech Republic,failed,3178493.980431205
483,Sweden,completed,1396012.3954736693
484,Poland,pending,7258583.249870696
485,Denmark,pending,1171791.7282141321
486,France,pending,7148717.433527512
487,Netherlands,pending,7392182.026480242
488,Portugal,failed,6908962.444914428
489,Malta,pending,3210730.2145202034
490,Sweden,pending,944321.4405814437
491,Bulgaria,pending,1158135.5269472504
492,Finland,pending,181657.2052202148
493,United States,pending,6146225.81840922
494,Croatia,pending,6466822.165055458
495,Hungary,completed,365328.135266525
496,Bulgaria,failed,9731022.353987383
497,Netherlands,completed,1059347.3086885263
498,Italy,pending,5867870.517347296
499,Spain,completed,9120519.371934282
500,Spain,failed,7228845.075843297
501,Bulgaria,failed,9895726.612194313
502,Slovenia,failed,5156523.123489766
503,Romania,completed,1683334.5512775977
504,Germany,pending,1180336.0700602194
505,Italy,pending,9431594.277300423
506,Slovenia,pending,6876042.962489669
507,Sweden,pending,2538624.30335944
508,Austria,completed,5335405.011062847
509,Slovenia,pending,6059248.223166762
510,Ireland,pending,5345700.639513195
511,Malta,pending,1219282.2794318048
512,Estonia,pending,8970135.224169474
513,Estonia,completed,5997850.574583884
514,Belgium,failed,428624.3389172684
515,United States,failed,6896946.266204682
516,Luxembourg,failed,167603.14368064355
517,Austria,failed,3282614.495566164
518,Hungary,failed,8776123.121644767
519,Italy,completed,5044776.997822654
520,Lithuania,pending,5770890.101749577
521,Netherlands,completed,9780967.012955736
522,Slovakia,failed,4463123.990552066
523,Spain,completed,4694580.910147631
524,Spain,pending,3766498.8275874425
525,Slovenia,pending,7320673.465644154
526,Croatia,failed,2013762.4495570583
527,Portugal,failed,3534534.7555783624
528,Belgium,completed,7451724.599587514
529,Sweden,pending,5461191.466075169
530,Croatia,pending,1639936.8043138462
531,Netherlands,pending,6025838.867204522
532,Spain,completed,3687689.2842248143
533,Hungary,pending,1840696.384786392
534,Croatia,completed,8940145.525388937
535,Netherlands,completed,4257906.988188996
536,Latvia,completed,1973800.0268218948
537,Czech Republic,pending,8316050.9050632045
538,Greece,pending,2745301.1625669277
539,Ireland,failed,9928501.775890075
540,Lithuania,completed,9090992.545161195
541,Germany,pending,4783946.203682196
542,Croatia,completed,1404101.4978104404
543,Italy,completed,3961289.738213123
544,Lithuania,pending,1128909.1412505968
545,Poland,completed,6918511.817793417
546,France,pending,4228250.568375244
547,Lithuania,pending,3709851.5898604235
548,Latvia,completed,9476688.310023606
549,United States,pending,9597379.326405495
550,Malta,pending,2469404.3636381114
551,Malta,failed,879499.5014860352
552,Czech Republic,failed,4407557.495111773
553,Portugal,completed,9373950.197612947
554,Germany,failed,8432825.250891397
555,Estonia,pending,2457695.1003024695
556,Belgium,pending,1781923.739510648
557,France,completed,8077375.757861289
558,Romania,pending,8145303.424705409
559,Portugal,failed,4222006.278570165
560,Estonia,pending,784455.9240266902
561,Slovenia,completed,9781353.892360251
562,Lithuania,pending,682952.6813282915
563,Ireland,completed,517586.60965321446
564,Croatia,pending,6958182.691988989
565,Bulgaria,pending,4372394.4228796605
566,Greece,failed,7583491.408865579
567,Latvia,pending,357298.5046870514
568,France,completed,8086580.983801718
569,Czech Republic,pending,8819155.275815697
570,Slovenia,failed,1463110.0131819274
571,Malta,failed,8044332.646808032
572,Hungary,completed,3725466.604529265
573,Slovakia,pending,2713463.79315892
574,Sweden,pending,5308929.636731855
575,Belgium,pending,3226440.7797970627
576,Bulgaria,failed,5209709.176792818
577,Lithuania,pending,4931878.970055293
578,Netherlands,pending,8639052.812410267
579,Portugal,failed,852144.884518251
580,Germany,failed,3104669.365091146
581,Romania,completed,875862.8806914248
582,Ireland,pending,1440736.935294339
583,Latvia,failed,9712899.972921658
584,Slovakia,pending,6674434.221232995
585,Hungary,pending,4731429.985479157
586,Romania,failed,7709244.703647838
587,Romania,failed,5915487.659524669
588,Sweden,completed,2747763.326536747
589,Spain,completed,7693228.732537215
590,Sweden,failed,6014888.278850974
591,United States,completed,3046807.796701002
592,Denmark,failed,871296.2219165755
593,Lithuania,failed,289156.75913144037
594,Slovakia,failed,6258175.290722413
595,France,completed,1735519.489936622
596,Greece,pending,2694919.2489172947
597,Estonia,failed,9728211.09976293
598,Slovenia,completed,897216.7761247518
599,Ireland,failed,1626652.498837202
600,Luxembourg,completed,9581714.848729864
601,Hungary,completed,1393038.0213338444
602,Lithuania,pending,749346.6934298899
603,Luxembourg,completed,908869.7329313256
604,Germany,failed,2750338.8650972913
605,Poland,pending,2977151.607137213
606,Austria,completed,2957144.033096055
607,Poland,failed,6402741.200293485
608,Netherlands,completed,3327960.6824683174
609,Slovenia,failed,9568715.793563468
610,Luxembourg,failed,6577848.322139711
611,Luxembourg,completed,9431719.021785794
612,Italy,pending,2236049.3785542212
613,Slovenia,completed,4778777.014264181
614,Portugal,completed,9372540.436917283
615,Belgium,pending,1169702.8753142525
616,Portugal,failed,5697391.924976773
617,Hungary,completed,235076.19202538187
618,Austria,completed,7944649.244121185
619,Luxembourg,completed,8161874.690684236
620,Netherlands,completed,7524446.380269897
621,Belgium,pending,4227852.182854427
622,Slovenia,pending,6501069.870514581
623,Poland,failed,1272626.2497246743
624,Spain,completed,588342.9867789225
625,United States,failed,69284.65248209781
626,Portugal,failed,6231655.434669207
627,Italy,failed,4853740.347451043
628,Germany,completed,6691481.329390947
629,Romania,completed,2307779.807607775
630,Czech Republic,pending,2042562.952775362
631,Luxembourg,completed,9682139.128421592
632,Finland,pending,4134778.504565675
633,Latvia,completed,2063204.276832973
634,Estonia,completed,9045267.78448383
635,Spain,completed,9575229.985729167
636,Netherlands,failed,9539073.249747628
637,Italy,failed,1007835.706875031
638,Estonia,pending,6353459.238325156
639,Belgium,completed,9788430.999458855
640,France,failed,7100645.327010787
641,Slovakia,pending,2372547.8910183497
642,Belgium,pending,6044222.220263671
643,Austria,failed,8330010.173336168
644,Czech Republic,completed,6814269.648324636
645,Latvia,completed,1142829.2476807644
646,Portugal,pending,167491.12262275824
647,Netherlands,failed,5545979.237352038
648,Luxembourg,pending,2197835.3122497983
649,Latvia,pending,8523835.622632958
650,Romania,failed,8142562.348319309
651,Greece,failed,3269555.072395258
652,Malta,failed,5466448.703901509
653,Belgium,failed,5944792.238323462
654,Belgium,pending,7732895.65069011
655,Lithuania,pending,8523806.488761215
656,Germany,failed,812107.54618393
657,Lithuania,failed,8786616.303874841
658,Portugal,completed,9367723.519536471
659,Lithuania,failed,589944.6358188243
660,Czech Republic,failed,4278466.545799259
661,Luxembourg,failed,6124367.242797759
662,Latvia,completed,1388010.9430498488
663,Malta,pending,8616604.335725853
664,France,pending,8829890.682515781
665,Czech Republic,completed,7563259.402831739
666,Greece,completed,833671.4984144866
667,Spain,failed,5556398.698787587
668,Malta,failed,2155099.0531575345
669,Malta,completed,8307637.96626048
670,Poland,pending,8496330.806022596
671,Malta,completed,2329569.506119816
672,Malta,pending,1193828.1322243826
673,Netherlands,completed,8385973.722398789
674,Lithuania,failed,8960605.335647456
675,Spain,failed,2698675.8982183323
676,Czech Republic,pending,3710701.525457686
677,Slovakia,failed,3667662.6424145964
678,Slovenia,completed,6394887.70771263
679,Malta,completed,9666546.873341601
680,Slovenia,pending,7120779.386269074
681,Estonia,pending,6240940.368613063
682,Germany,completed,9354956.656302046
683,Portugal,failed,6559268.562819237
684,Spain,failed,320971.4413293263
685,Malta,pending,636310.2700165935
686,Ireland,pending,8189594.108098034
687,Germany,pending,5275141.464555813
688,Netherlands,failed,8065251.215549745
689,Germany,failed,1321276.5853223219
690,Lithuania,failed,1662617.0483563018
691,Finland,failed,2908139.342046021
692,Latvia,pending,214345.32627258473
693,Latvia,completed,1506612.876711876
694,Lithuania,failed,7208122.664751554
695,Germany,failed,4382914.631919724
696,Slovakia,pending,2238830.7465538895
697,Slovakia,failed,1765299.1536450847
698,Slovenia,pending,1808033.4089838478
699,Latvia,failed,9479991.855664166
700,Slovenia,pending,5753419.27408251
701,United States,completed,1102998.0651013737
702,Italy,completed,3321988.6415676894
703,Belgium,failed,3240804.4820171534
704,Slovenia,completed,1387151.389075173
705,Latvia,pending,4057483.2002433627
706,Luxembourg,completed,5277842.891502039
707,Sweden,failed,6039448.649355843
708,United States,failed,3989006.1921499907
709,Lithuania,completed,1509776.2477141996
710,Finland,pending,8762653.747496743
711,Luxembourg,pending,1444589.6987385398
712,Ireland,pending,9862320.467258204
713,Sweden,failed,3682554.2931313994
714,Finland,completed,236575.13655875318
715,Lithuania,completed,1396901.4273311563
716,Finland,pending,5028514.206414838
717,Spain,pending,7769862.935407342
718,Belgium,pending,4697224.225971321
719,Portugal,completed,6442367.339725134
720,Bulgaria,pending,8358219.750498178
721,Lithuania,pending,166580.94009846635
722,Portugal,pending,5042041.865340783
723,Greece,failed,908050.994720322
724,Romania,failed,7189538.923743541
725,Germany,failed,8625556.604859367
726,Austria,failed,2055516.348690376
727,Slovenia,failed,9638662.91321583
728,Austria,failed,6848739.353288072
729,Romania,completed,1293463.4123513822
730,Finland,pending,6170175.15680447
731,Bulgaria,completed,3641259.418316265
732,Estonia,failed,7859247.011037075
733,Slovenia,completed,1798285.246069209
734,Finland,failed,198073.17276572477
735,Denmark,failed,456261.177862749
736,Spain,completed,4377996.341974598
737,Sweden,completed,1099953.0266182623
738,Croatia,completed,480903.49835749227
739,Italy,failed,2341206.712123507
740,Latvia,completed,8555111.22370657
741,Slovenia,failed,7996542.740968153
742,Hungary,pending,6786848.983986214
743,Estonia,failed,6890964.039768832
744,Slovenia,completed,9326828.894879188
745,Lithuania,failed,9400850.113907114
746,Bulgaria,completed,2510598.4286777973
747,United States,failed,3090940.5463561444
748,Romania,pending,6118291.154931901
749,Ireland,failed,4700450.605688606
750,Malta,failed,7525377.132974108
751,Bulgaria,pending,8703900.940627206
752,Spain,pending,4573873.133835615
753,Belgium,completed,6261346.922166747
754,Spain,failed,3348247.877801258
755,Germany,pending,9144735.948954348
756,France,completed,5798160.323597427
757,Slovakia,failed,9638233.772891073
758,Austria,failed,8201465.530258052
759,Slovakia,pending,7101293.163137677
760,Estonia,completed,1427404.4402825914
761,Portugal,failed,9271011.85745371
762,Czech Republic,failed,7251553.49102868
763,Belgium,pending,5355418.665714153
764,Malta,completed,8243510.437907814
765,Lithuania,completed,7429237.974077755
766,Romania,failed,8703562.649895916
767,Belgium,failed,1194463.1055243015
768,Ireland,pending,263675.40295209823
769,Slovenia,completed,719974.6227830206
770,Finland,failed,4656456.782976206
